Nov 19, 2019  11:20:07 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.68E-009, 
  1.10,   1.77E-009, 
  1.20,   1.91E-009, 
  1.30,   1.69E-008, 
  1.40,   7.97E-008, 
  1.50,   6.81E-008, 
  1.60,   4.15E-008, 
  1.70,   4.26E-008, 
  1.80,   4.97E-008, 
  1.90,   5.53E-008, 
  2.00,   6.19E-008, 
  2.10,   5.75E-008, 
  2.20,   5.15E-008, 
  2.30,   4.75E-008, 
  2.40,   3.72E-008, 
  2.50,   2.09E-008, 
  2.60,   8.48E-009, 
  2.70,   4.96E-009, 
  2.80,   3.57E-009, 
  2.90,   3.30E-009, 
  3.00,   3.53E-009, 
  3.10,   4.28E-009, 
  3.20,   5.27E-009, 
  3.30,   7.41E-009, 
  3.40,   1.20E-008, 
  3.50,   2.34E-008, 
  3.60,   7.47E-008, 
  3.70,   4.14E-007, 
  3.80,   8.31E-007, 
  3.90,   1.27E-006, 
  4.00,   1.48E-006, 
  4.10,   1.53E-006, 
  4.20,   1.32E-006, 
  4.30,   1.18E-006, 
  4.40,   8.29E-007, 
  4.50,   1.36E-007, 
  4.60,   1.24E-008, 
  4.70,   4.32E-009, 
  4.80,   1.76E-009, 
  4.90,   7.86E-010, 
  5.00,   2.79E-010, 
  5.10,   6.63E-011, 
  5.20,  -6.54E-011, 
  5.30,  -1.28E-010, 
  5.40,  -2.20E-010, 
  5.50,  -2.37E-010, 
  5.60,  -2.50E-010, 
  5.70,  -2.92E-010, 
  5.80,  -2.63E-010, 
  5.90,  -2.28E-010, 
  6.00,  -2.49E-010, 
  6.10,  -1.79E-010, 
  6.20,  -1.45E-010, 
  6.30,  -1.49E-010, 
  6.40,  -1.49E-010, 
  6.50,  -1.55E-010, 
  6.60,  -2.01E-010, 
  6.70,  -2.24E-010, 
  6.80,  -1.63E-010, 
