Nov 19, 2019  11:24:12 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.91E-009, 
  1.10,   2.02E-009, 
  1.20,   2.22E-009, 
  1.30,   1.27E-008, 
  1.40,   7.87E-008, 
  1.50,   7.46E-008, 
  1.60,   3.78E-008, 
  1.70,   3.49E-008, 
  1.80,   4.08E-008, 
  1.90,   4.57E-008, 
  2.00,   5.23E-008, 
  2.10,   5.08E-008, 
  2.20,   4.68E-008, 
  2.30,   4.22E-008, 
  2.40,   3.48E-008, 
  2.50,   2.19E-008, 
  2.60,   9.00E-009, 
  2.70,   5.14E-009, 
  2.80,   3.57E-009, 
  2.90,   3.10E-009, 
  3.00,   3.24E-009, 
  3.10,   3.52E-009, 
  3.20,   4.58E-009, 
  3.30,   6.10E-009, 
  3.40,   9.47E-009, 
  3.50,   1.74E-008, 
  3.60,   4.63E-008, 
  3.70,   2.49E-007, 
  3.80,   7.05E-007, 
  3.90,   1.08E-006, 
  4.00,   1.35E-006, 
  4.10,   1.50E-006, 
  4.20,   1.23E-006, 
  4.30,   1.19E-006, 
  4.40,   8.54E-007, 
  4.50,   2.15E-007, 
  4.60,   1.54E-008, 
  4.70,   5.19E-009, 
  4.80,   2.09E-009, 
  4.90,   9.85E-010, 
  5.00,   4.25E-010, 
  5.10,   1.20E-010, 
  5.20,  -5.55E-011, 
  5.30,  -1.22E-010, 
  5.40,  -1.83E-010, 
  5.50,  -2.30E-010, 
  5.60,  -2.97E-010, 
  5.70,  -2.75E-010, 
  5.80,  -2.48E-010, 
  5.90,  -1.99E-010, 
  6.00,  -2.34E-010, 
  6.10,  -2.37E-010, 
  6.20,  -1.84E-010, 
  6.30,  -1.59E-010, 
  6.40,  -1.19E-010, 
  6.50,  -6.89E-011, 
  6.60,  -7.28E-011, 
  6.70,  -6.98E-011, 
  6.80,  -9.71E-011, 
