Nov 21, 2019  04:52:36 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.65E-009, 
  1.10,   1.79E-009, 
  1.20,   1.99E-009, 
  1.30,   8.54E-009, 
  1.40,   6.34E-008, 
  1.50,   6.83E-008, 
  1.60,   3.29E-008, 
  1.70,   2.74E-008, 
  1.80,   3.09E-008, 
  1.90,   3.46E-008, 
  2.00,   3.97E-008, 
  2.10,   3.94E-008, 
  2.20,   3.71E-008, 
  2.30,   3.29E-008, 
  2.40,   2.81E-008, 
  2.50,   1.91E-008, 
  2.60,   8.36E-009, 
  2.70,   4.47E-009, 
  2.80,   2.86E-009, 
  2.90,   2.46E-009, 
  3.00,   2.41E-009, 
  3.10,   2.60E-009, 
  3.20,   3.13E-009, 
  3.30,   4.38E-009, 
  3.40,   6.60E-009, 
  3.50,   1.14E-008, 
  3.60,   2.80E-008, 
  3.70,   1.51E-007, 
  3.80,   5.41E-007, 
  3.90,   8.18E-007, 
  4.00,   1.06E-006, 
  4.10,   1.16E-006, 
  4.20,   9.91E-007, 
  4.30,   9.69E-007, 
  4.40,   6.93E-007, 
  4.50,   2.12E-007, 
  4.60,   1.64E-008, 
  4.70,   5.26E-009, 
  4.80,   2.11E-009, 
  4.90,   8.84E-010, 
  5.00,   3.40E-010, 
  5.10,   4.20E-011, 
  5.20,  -6.02E-011, 
  5.30,  -2.14E-010, 
  5.40,  -2.92E-010, 
  5.50,  -2.92E-010, 
  5.60,  -2.78E-010, 
  5.70,  -2.76E-010, 
  5.80,  -2.84E-010, 
  5.90,  -2.76E-010, 
  6.00,  -2.88E-010, 
  6.10,  -2.86E-010, 
  6.20,  -2.82E-010, 
  6.30,  -2.98E-010, 
  6.40,  -2.68E-010, 
  6.50,  -2.81E-010, 
  6.60,  -2.53E-010, 
  6.70,  -2.09E-010, 
  6.80,  -1.59E-010, 
