Nov 21, 2019  04:45:48 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.21E-009, 
  1.10,   1.19E-009, 
  1.20,   1.45E-009, 
  1.30,   1.68E-008, 
  1.40,   5.84E-008, 
  1.50,   4.45E-008, 
  1.60,   3.38E-008, 
  1.70,   3.62E-008, 
  1.80,   4.08E-008, 
  1.90,   4.52E-008, 
  2.00,   4.83E-008, 
  2.10,   4.46E-008, 
  2.20,   4.00E-008, 
  2.30,   3.63E-008, 
  2.40,   2.76E-008, 
  2.50,   1.42E-008, 
  2.60,   6.35E-009, 
  2.70,   3.78E-009, 
  2.80,   2.86E-009, 
  2.90,   2.67E-009, 
  3.00,   2.72E-009, 
  3.10,   3.23E-009, 
  3.20,   4.37E-009, 
  3.30,   6.33E-009, 
  3.40,   1.06E-008, 
  3.50,   2.18E-008, 
  3.60,   8.41E-008, 
  3.70,   4.54E-007, 
  3.80,   7.45E-007, 
  3.90,   1.11E-006, 
  4.00,   1.20E-006, 
  4.10,   1.18E-006, 
  4.20,   1.08E-006, 
  4.30,   8.71E-007, 
  4.40,   5.42E-007, 
  4.50,   5.05E-008, 
  4.60,   8.91E-009, 
  4.70,   3.36E-009, 
  4.80,   1.41E-009, 
  4.90,   5.93E-010, 
  5.00,   1.75E-010, 
  5.10,   1.82E-011, 
  5.20,  -7.63E-011, 
  5.30,  -1.33E-010, 
  5.40,  -1.80E-010, 
  5.50,  -2.69E-010, 
  5.60,  -2.96E-010, 
  5.70,  -3.02E-010, 
  5.80,  -3.15E-010, 
  5.90,  -2.62E-010, 
  6.00,  -2.60E-010, 
  6.10,  -2.73E-010, 
  6.20,  -2.53E-010, 
  6.30,  -2.68E-010, 
  6.40,  -2.34E-010, 
  6.50,  -2.24E-010, 
  6.60,  -2.05E-010, 
  6.70,  -2.38E-010, 
  6.80,  -2.35E-010, 
