Nov 21, 2019  04:48:31 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.40E-009, 
  1.10,   1.42E-009, 
  1.20,   1.57E-009, 
  1.30,   1.24E-008, 
  1.40,   6.21E-008, 
  1.50,   5.56E-008, 
  1.60,   3.18E-008, 
  1.70,   3.10E-008, 
  1.80,   3.54E-008, 
  1.90,   3.89E-008, 
  2.00,   4.40E-008, 
  2.10,   4.13E-008, 
  2.20,   3.82E-008, 
  2.30,   3.48E-008, 
  2.40,   2.77E-008, 
  2.50,   1.64E-008, 
  2.60,   7.04E-009, 
  2.70,   3.97E-009, 
  2.80,   2.63E-009, 
  2.90,   2.41E-009, 
  3.00,   2.46E-009, 
  3.10,   2.76E-009, 
  3.20,   3.48E-009, 
  3.30,   5.18E-009, 
  3.40,   8.07E-009, 
  3.50,   1.55E-008, 
  3.60,   4.56E-008, 
  3.70,   2.89E-007, 
  3.80,   6.34E-007, 
  3.90,   9.60E-007, 
  4.00,   1.12E-006, 
  4.10,   1.18E-006, 
  4.20,   1.02E-006, 
  4.30,   9.19E-007, 
  4.40,   6.38E-007, 
  4.50,   1.16E-007, 
  4.60,   1.18E-008, 
  4.70,   4.14E-009, 
  4.80,   1.68E-009, 
  4.90,   7.69E-010, 
  5.00,   2.83E-010, 
  5.10,   3.94E-011, 
  5.20,  -1.10E-010, 
  5.30,  -1.75E-010, 
  5.40,  -2.00E-010, 
  5.50,  -2.71E-010, 
  5.60,  -2.54E-010, 
  5.70,  -2.63E-010, 
  5.80,  -2.93E-010, 
  5.90,  -2.83E-010, 
  6.00,  -2.78E-010, 
  6.10,  -2.62E-010, 
  6.20,  -2.56E-010, 
  6.30,  -2.55E-010, 
  6.40,  -2.48E-010, 
  6.50,  -2.47E-010, 
  6.60,  -2.53E-010, 
  6.70,  -2.30E-010, 
  6.80,  -2.41E-010, 
