Nov 17, 2019  12:40:02 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.01E-009, 
  1.10,   2.18E-009, 
  1.20,   2.46E-009, 
  1.30,   1.70E-008, 
  1.40,   7.79E-008, 
  1.50,   7.91E-008, 
  1.60,   6.01E-008, 
  1.70,   6.27E-008, 
  1.80,   6.82E-008, 
  1.90,   7.69E-008, 
  2.00,   8.12E-008, 
  2.10,   7.65E-008, 
  2.20,   6.61E-008, 
  2.30,   6.22E-008, 
  2.40,   4.77E-008, 
  2.50,   2.52E-008, 
  2.60,   1.01E-008, 
  2.70,   6.66E-009, 
  2.80,   5.58E-009, 
  2.90,   5.60E-009, 
  3.00,   6.35E-009, 
  3.10,   7.59E-009, 
  3.20,   9.94E-009, 
  3.30,   1.53E-008, 
  3.40,   2.61E-008, 
  3.50,   5.63E-008, 
  3.60,   1.88E-007, 
  3.70,   8.31E-007, 
  3.80,   1.52E-006, 
  3.90,   2.16E-006, 
  4.00,   2.54E-006, 
  4.10,   2.52E-006, 
  4.20,   2.27E-006, 
  4.30,   1.89E-006, 
  4.40,   1.34E-006, 
  4.50,   1.69E-007, 
  4.60,   1.43E-008, 
  4.70,   5.00E-009, 
  4.80,   2.06E-009, 
  4.90,   9.75E-010, 
  5.00,   3.77E-010, 
  5.10,   8.23E-011, 
  5.20,  -3.38E-011, 
  5.30,  -1.56E-010, 
  5.40,  -2.28E-010, 
  5.50,  -2.55E-010, 
  5.60,  -2.51E-010, 
  5.70,  -2.84E-010, 
  5.80,  -2.65E-010, 
  5.90,  -2.44E-010, 
  6.00,  -2.05E-010, 
  6.10,  -2.05E-010, 
  6.20,  -1.66E-010, 
  6.30,  -1.42E-010, 
  6.40,  -1.14E-010, 
  6.50,  -1.41E-010, 
  6.60,  -1.37E-010, 
  6.70,  -1.13E-010, 
  6.80,  -1.25E-010, 
