Nov 17, 2019  12:46:50 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.19E-009, 
  1.10,   2.31E-009, 
  1.20,   2.69E-009, 
  1.30,   1.27E-008, 
  1.40,   7.55E-008, 
  1.50,   7.86E-008, 
  1.60,   4.59E-008, 
  1.70,   4.46E-008, 
  1.80,   5.10E-008, 
  1.90,   5.60E-008, 
  2.00,   6.26E-008, 
  2.10,   6.14E-008, 
  2.20,   5.57E-008, 
  2.30,   5.07E-008, 
  2.40,   4.10E-008, 
  2.50,   2.53E-008, 
  2.60,   1.03E-008, 
  2.70,   6.30E-009, 
  2.80,   5.01E-009, 
  2.90,   4.65E-009, 
  3.00,   5.07E-009, 
  3.10,   5.92E-009, 
  3.20,   7.39E-009, 
  3.30,   1.04E-008, 
  3.40,   1.70E-008, 
  3.50,   3.18E-008, 
  3.60,   8.97E-008, 
  3.70,   3.99E-007, 
  3.80,   1.12E-006, 
  3.90,   1.66E-006, 
  4.00,   2.08E-006, 
  4.10,   2.36E-006, 
  4.20,   1.93E-006, 
  4.30,   1.81E-006, 
  4.40,   1.32E-006, 
  4.50,   3.07E-007, 
  4.60,   1.79E-008, 
  4.70,   5.80E-009, 
  4.80,   2.28E-009, 
  4.90,   1.04E-009, 
  5.00,   4.24E-010, 
  5.10,   5.68E-011, 
  5.20,  -1.30E-010, 
  5.30,  -1.39E-010, 
  5.40,  -1.41E-010, 
  5.50,  -2.22E-010, 
  5.60,  -2.66E-010, 
  5.70,  -2.81E-010, 
  5.80,  -2.78E-010, 
  5.90,  -2.86E-010, 
  6.00,  -2.55E-010, 
  6.10,  -2.11E-010, 
  6.20,  -2.34E-010, 
  6.30,  -2.68E-010, 
  6.40,  -2.36E-010, 
  6.50,  -2.50E-010, 
  6.60,  -1.80E-010, 
  6.70,  -1.62E-010, 
  6.80,  -1.90E-010, 
