Nov 17, 2019  12:48:11 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.21E-009, 
  1.10,   2.38E-009, 
  1.20,   2.73E-009, 
  1.30,   1.11E-008, 
  1.40,   7.60E-008, 
  1.50,   8.41E-008, 
  1.60,   4.63E-008, 
  1.70,   4.28E-008, 
  1.80,   4.94E-008, 
  1.90,   5.42E-008, 
  2.00,   6.14E-008, 
  2.10,   6.05E-008, 
  2.20,   5.67E-008, 
  2.30,   5.02E-008, 
  2.40,   4.13E-008, 
  2.50,   2.69E-008, 
  2.60,   1.12E-008, 
  2.70,   6.58E-009, 
  2.80,   5.10E-009, 
  2.90,   4.67E-009, 
  3.00,   4.98E-009, 
  3.10,   5.70E-009, 
  3.20,   7.10E-009, 
  3.30,   9.81E-009, 
  3.40,   1.56E-008, 
  3.50,   2.85E-008, 
  3.60,   7.63E-008, 
  3.70,   3.22E-007, 
  3.80,   1.05E-006, 
  3.90,   1.59E-006, 
  4.00,   2.00E-006, 
  4.10,   2.39E-006, 
  4.20,   1.90E-006, 
  4.30,   1.87E-006, 
  4.40,   1.37E-006, 
  4.50,   3.75E-007, 
  4.60,   2.05E-008, 
  4.70,   6.32E-009, 
  4.80,   2.55E-009, 
  4.90,   1.21E-009, 
  5.00,   5.91E-010, 
  5.10,   2.25E-010, 
  5.20,   2.73E-011, 
  5.30,  -9.49E-011, 
  5.40,  -1.29E-010, 
  5.50,  -2.32E-010, 
  5.60,  -2.79E-010, 
  5.70,  -3.00E-010, 
  5.80,  -3.03E-010, 
  5.90,  -2.90E-010, 
  6.00,  -2.52E-010, 
  6.10,  -2.29E-010, 
  6.20,  -2.28E-010, 
  6.30,  -2.25E-010, 
  6.40,  -2.47E-010, 
  6.50,  -2.19E-010, 
  6.60,  -1.59E-010, 
  6.70,  -1.35E-010, 
  6.80,  -9.32E-011, 
