Nov 17, 2019  12:44:06 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.24E-009, 
  1.10,   2.30E-009, 
  1.20,   2.53E-009, 
  1.30,   1.34E-008, 
  1.40,   7.64E-008, 
  1.50,   7.95E-008, 
  1.60,   4.92E-008, 
  1.70,   4.89E-008, 
  1.80,   5.53E-008, 
  1.90,   6.09E-008, 
  2.00,   6.78E-008, 
  2.10,   6.53E-008, 
  2.20,   5.86E-008, 
  2.30,   5.37E-008, 
  2.40,   4.27E-008, 
  2.50,   2.56E-008, 
  2.60,   1.05E-008, 
  2.70,   6.41E-009, 
  2.80,   5.19E-009, 
  2.90,   4.95E-009, 
  3.00,   5.51E-009, 
  3.10,   6.40E-009, 
  3.20,   8.03E-009, 
  3.30,   1.16E-008, 
  3.40,   1.93E-008, 
  3.50,   3.71E-008, 
  3.60,   1.08E-007, 
  3.70,   4.96E-007, 
  3.80,   1.22E-006, 
  3.90,   1.79E-006, 
  4.00,   2.18E-006, 
  4.10,   2.38E-006, 
  4.20,   1.98E-006, 
  4.30,   1.82E-006, 
  4.40,   1.32E-006, 
  4.50,   2.83E-007, 
  4.60,   1.71E-008, 
  4.70,   5.69E-009, 
  4.80,   2.25E-009, 
  4.90,   1.02E-009, 
  5.00,   4.77E-010, 
  5.10,   1.54E-010, 
  5.20,  -7.50E-011, 
  5.30,  -1.33E-010, 
  5.40,  -1.75E-010, 
  5.50,  -2.24E-010, 
  5.60,  -3.00E-010, 
  5.70,  -2.63E-010, 
  5.80,  -2.62E-010, 
  5.90,  -2.28E-010, 
  6.00,  -1.64E-010, 
  6.10,  -2.06E-010, 
  6.20,  -2.03E-010, 
  6.30,  -2.11E-010, 
  6.40,  -1.95E-010, 
  6.50,  -1.54E-010, 
  6.60,  -1.14E-010, 
  6.70,  -1.15E-010, 
  6.80,  -6.67E-011, 
