Nov 16, 2019  02:24:28 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.51E-009, 
  1.10,   2.65E-009, 
  1.20,   2.99E-009, 
  1.30,   7.32E-009, 
  1.40,   3.86E-008, 
  1.50,   7.36E-008, 
  1.60,   5.83E-008, 
  1.70,   4.60E-008, 
  1.80,   4.13E-008, 
  1.90,   3.86E-008, 
  2.00,   3.77E-008, 
  2.10,   3.65E-008, 
  2.20,   3.39E-008, 
  2.30,   3.05E-008, 
  2.40,   2.63E-008, 
  2.50,   2.03E-008, 
  2.60,   1.34E-008, 
  2.70,   1.14E-008, 
  2.80,   1.15E-008, 
  2.90,   1.30E-008, 
  3.00,   1.56E-008, 
  3.10,   1.90E-008, 
  3.20,   2.49E-008, 
  3.30,   3.69E-008, 
  3.40,   5.95E-008, 
  3.50,   1.13E-007, 
  3.60,   2.72E-007, 
  3.70,   1.04E-006, 
  3.80,   3.03E-006, 
  3.90,   3.95E-006, 
  4.00,   5.51E-006, 
  4.10,   6.39E-006, 
  4.20,   5.50E-006, 
  4.30,   4.82E-006, 
  4.40,   3.68E-006, 
  4.50,   7.71E-007, 
  4.60,   2.97E-008, 
  4.70,   8.50E-009, 
  4.80,   3.46E-009, 
  4.90,   1.64E-009, 
  5.00,   7.95E-010, 
  5.10,   4.20E-010, 
  5.20,   1.75E-010, 
  5.30,   3.81E-011, 
  5.40,  -4.07E-011, 
  5.50,  -1.05E-010, 
  5.60,  -1.80E-010, 
  5.70,  -1.79E-010, 
  5.80,  -1.27E-010, 
  5.90,  -1.22E-010, 
  6.00,  -8.49E-011, 
  6.10,  -5.98E-011, 
  6.20,  -4.94E-011, 
  6.30,  -6.59E-011, 
  6.40,  -1.22E-010, 
  6.50,  -5.16E-011, 
  6.60,  -8.10E-011, 
  6.70,  -5.33E-011, 
  6.80,  -8.28E-011, 
