Nov 16, 2019  11:21:41 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.56E-009, 
  1.10,   2.73E-009, 
  1.20,   3.09E-009, 
  1.30,   2.23E-008, 
  1.40,   9.59E-008, 
  1.50,   1.14E-007, 
  1.60,   1.03E-007, 
  1.70,   1.08E-007, 
  1.80,   1.12E-007, 
  1.90,   1.28E-007, 
  2.00,   1.24E-007, 
  2.10,   1.24E-007, 
  2.20,   1.04E-007, 
  2.30,   9.55E-008, 
  2.40,   7.24E-008, 
  2.50,   3.60E-008, 
  2.60,   1.46E-008, 
  2.70,   1.08E-008, 
  2.80,   1.05E-008, 
  2.90,   1.17E-008, 
  3.00,   1.41E-008, 
  3.10,   1.80E-008, 
  3.20,   2.53E-008, 
  3.30,   3.95E-008, 
  3.40,   6.93E-008, 
  3.50,   1.56E-007, 
  3.60,   4.97E-007, 
  3.70,   1.96E-006, 
  3.80,   3.23E-006, 
  3.90,   3.97E-006, 
  4.00,   5.03E-006, 
  4.10,   4.47E-006, 
  4.20,   4.43E-006, 
  4.30,   3.46E-006, 
  4.40,   2.46E-006, 
  4.50,   2.10E-007, 
  4.60,   1.77E-008, 
  4.70,   6.05E-009, 
  4.80,   2.48E-009, 
  4.90,   1.16E-009, 
  5.00,   4.57E-010, 
  5.10,   1.42E-010, 
  5.20,  -4.16E-011, 
  5.30,  -1.79E-010, 
  5.40,  -2.01E-010, 
  5.50,  -2.41E-010, 
  5.60,  -2.64E-010, 
  5.70,  -3.24E-010, 
  5.80,  -3.12E-010, 
  5.90,  -3.23E-010, 
  6.00,  -2.53E-010, 
  6.10,  -2.66E-010, 
  6.20,  -2.68E-010, 
  6.30,  -2.09E-010, 
  6.40,  -1.66E-010, 
  6.50,  -1.68E-010, 
  6.60,  -2.29E-010, 
  6.70,  -1.96E-010, 
  6.80,  -1.35E-010, 
