Nov 16, 2019  11:28:29 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   3.19E-009, 
  1.10,   3.40E-009, 
  1.20,   3.93E-009, 
  1.30,   1.54E-008, 
  1.40,   9.61E-008, 
  1.50,   1.13E-007, 
  1.60,   7.44E-008, 
  1.70,   7.69E-008, 
  1.80,   8.58E-008, 
  1.90,   9.43E-008, 
  2.00,   1.01E-007, 
  2.10,   1.02E-007, 
  2.20,   9.10E-008, 
  2.30,   8.36E-008, 
  2.40,   6.54E-008, 
  2.50,   3.99E-008, 
  2.60,   1.52E-008, 
  2.70,   9.60E-009, 
  2.80,   8.36E-009, 
  2.90,   8.54E-009, 
  3.00,   9.96E-009, 
  3.10,   1.22E-008, 
  3.20,   1.59E-008, 
  3.30,   2.31E-008, 
  3.40,   3.73E-008, 
  3.50,   7.36E-008, 
  3.60,   1.88E-007, 
  3.70,   7.72E-007, 
  3.80,   2.30E-006, 
  3.90,   2.93E-006, 
  4.00,   3.83E-006, 
  4.10,   4.34E-006, 
  4.20,   3.62E-006, 
  4.30,   3.34E-006, 
  4.40,   2.55E-006, 
  4.50,   6.13E-007, 
  4.60,   2.56E-008, 
  4.70,   7.56E-009, 
  4.80,   3.12E-009, 
  4.90,   1.43E-009, 
  5.00,   6.97E-010, 
  5.10,   3.19E-010, 
  5.20,   6.28E-011, 
  5.30,  -7.28E-011, 
  5.40,  -1.37E-010, 
  5.50,  -2.66E-010, 
  5.60,  -2.36E-010, 
  5.70,  -2.31E-010, 
  5.80,  -2.25E-010, 
  5.90,  -1.92E-010, 
  6.00,  -2.19E-010, 
  6.10,  -1.82E-010, 
  6.20,  -1.76E-010, 
  6.30,  -1.67E-010, 
  6.40,  -1.26E-010, 
  6.50,  -1.23E-010, 
  6.60,  -1.75E-010, 
  6.70,  -1.93E-010, 
  6.80,  -1.87E-010, 
