Nov 16, 2019  11:31:12 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   3.08E-009, 
  1.10,   3.29E-009, 
  1.20,   3.80E-009, 
  1.30,   1.53E-008, 
  1.40,   9.68E-008, 
  1.50,   1.10E-007, 
  1.60,   6.99E-008, 
  1.70,   7.24E-008, 
  1.80,   8.28E-008, 
  1.90,   9.15E-008, 
  2.00,   9.79E-008, 
  2.10,   9.89E-008, 
  2.20,   8.89E-008, 
  2.30,   8.18E-008, 
  2.40,   6.45E-008, 
  2.50,   3.93E-008, 
  2.60,   1.48E-008, 
  2.70,   9.17E-009, 
  2.80,   7.95E-009, 
  2.90,   8.26E-009, 
  3.00,   9.43E-009, 
  3.10,   1.12E-008, 
  3.20,   1.48E-008, 
  3.30,   2.16E-008, 
  3.40,   3.45E-008, 
  3.50,   6.74E-008, 
  3.60,   1.68E-007, 
  3.70,   6.57E-007, 
  3.80,   2.19E-006, 
  3.90,   2.82E-006, 
  4.00,   3.71E-006, 
  4.10,   4.33E-006, 
  4.20,   3.58E-006, 
  4.30,   3.31E-006, 
  4.40,   2.52E-006, 
  4.50,   6.20E-007, 
  4.60,   2.59E-008, 
  4.70,   7.54E-009, 
  4.80,   3.13E-009, 
  4.90,   1.42E-009, 
  5.00,   6.27E-010, 
  5.10,   1.95E-010, 
  5.20,  -3.34E-011, 
  5.30,  -1.07E-010, 
  5.40,  -2.34E-010, 
  5.50,  -2.52E-010, 
  5.60,  -2.73E-010, 
  5.70,  -2.69E-010, 
  5.80,  -2.88E-010, 
  5.90,  -2.85E-010, 
  6.00,  -2.81E-010, 
  6.10,  -3.00E-010, 
  6.20,  -2.44E-010, 
  6.30,  -1.98E-010, 
  6.40,  -2.13E-010, 
  6.50,  -2.01E-010, 
  6.60,  -1.46E-010, 
  6.70,  -1.22E-010, 
  6.80,  -1.23E-010, 
