Nov 16, 2019  11:27:07 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.92E-009, 
  1.10,   3.12E-009, 
  1.20,   3.55E-009, 
  1.30,   1.81E-008, 
  1.40,   9.57E-008, 
  1.50,   1.06E-007, 
  1.60,   7.62E-008, 
  1.70,   8.13E-008, 
  1.80,   8.86E-008, 
  1.90,   9.85E-008, 
  2.00,   1.02E-007, 
  2.10,   1.04E-007, 
  2.20,   8.94E-008, 
  2.30,   8.38E-008, 
  2.40,   6.48E-008, 
  2.50,   3.65E-008, 
  2.60,   1.41E-008, 
  2.70,   9.35E-009, 
  2.80,   8.52E-009, 
  2.90,   8.91E-009, 
  3.00,   1.04E-008, 
  3.10,   1.27E-008, 
  3.20,   1.70E-008, 
  3.30,   2.52E-008, 
  3.40,   4.18E-008, 
  3.50,   8.60E-008, 
  3.60,   2.28E-007, 
  3.70,   9.97E-007, 
  3.80,   2.46E-006, 
  3.90,   3.08E-006, 
  4.00,   4.07E-006, 
  4.10,   4.25E-006, 
  4.20,   3.75E-006, 
  4.30,   3.22E-006, 
  4.40,   2.43E-006, 
  4.50,   4.29E-007, 
  4.60,   2.13E-008, 
  4.70,   6.76E-009, 
  4.80,   2.78E-009, 
  4.90,   1.29E-009, 
  5.00,   5.48E-010, 
  5.10,   1.83E-010, 
  5.20,   1.56E-011, 
  5.30,  -8.88E-011, 
  5.40,  -1.65E-010, 
  5.50,  -2.08E-010, 
  5.60,  -2.53E-010, 
  5.70,  -2.67E-010, 
  5.80,  -2.37E-010, 
  5.90,  -1.92E-010, 
  6.00,  -1.94E-010, 
  6.10,  -1.85E-010, 
  6.20,  -1.40E-010, 
  6.30,  -1.48E-010, 
  6.40,  -1.92E-010, 
  6.50,  -2.49E-010, 
  6.60,  -2.13E-010, 
  6.70,  -1.81E-010, 
  6.80,  -1.35E-010, 
