Nov 16, 2019  11:23:02 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.69E-009, 
  1.10,   2.86E-009, 
  1.20,   3.18E-009, 
  1.30,   2.20E-008, 
  1.40,   9.44E-008, 
  1.50,   1.07E-007, 
  1.60,   9.24E-008, 
  1.70,   9.81E-008, 
  1.80,   1.03E-007, 
  1.90,   1.17E-007, 
  2.00,   1.15E-007, 
  2.10,   1.16E-007, 
  2.20,   9.64E-008, 
  2.30,   9.00E-008, 
  2.40,   6.74E-008, 
  2.50,   3.38E-008, 
  2.60,   1.37E-008, 
  2.70,   1.00E-008, 
  2.80,   9.52E-009, 
  2.90,   1.05E-008, 
  3.00,   1.26E-008, 
  3.10,   1.58E-008, 
  3.20,   2.20E-008, 
  3.30,   3.39E-008, 
  3.40,   5.91E-008, 
  3.50,   1.29E-007, 
  3.60,   3.97E-007, 
  3.70,   1.67E-006, 
  3.80,   2.94E-006, 
  3.90,   3.64E-006, 
  4.00,   4.70E-006, 
  4.10,   4.31E-006, 
  4.20,   4.17E-006, 
  4.30,   3.30E-006, 
  4.40,   2.34E-006, 
  4.50,   2.18E-007, 
  4.60,   1.75E-008, 
  4.70,   5.97E-009, 
  4.80,   2.45E-009, 
  4.90,   1.19E-009, 
  5.00,   5.96E-010, 
  5.10,   2.56E-010, 
  5.20,   7.63E-011, 
  5.30,  -2.99E-011, 
  5.40,  -8.80E-011, 
  5.50,  -1.28E-010, 
  5.60,  -1.68E-010, 
  5.70,  -2.17E-010, 
  5.80,  -2.21E-010, 
  5.90,  -2.15E-010, 
  6.00,  -1.90E-010, 
  6.10,  -2.31E-010, 
  6.20,  -2.14E-010, 
  6.30,  -1.63E-010, 
  6.40,  -1.67E-010, 
  6.50,  -1.74E-010, 
  6.60,  -1.22E-010, 
  6.70,  -9.40E-011, 
  6.80,  -1.00E-010, 
