Nov 16, 2019  02:27:27 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.88E-009, 
  1.10,   1.97E-009, 
  1.20,   2.27E-009, 
  1.30,   9.82E-009, 
  1.40,   4.04E-008, 
  1.50,   7.27E-008, 
  1.60,   6.77E-008, 
  1.70,   5.99E-008, 
  1.80,   5.52E-008, 
  1.90,   5.51E-008, 
  2.00,   5.28E-008, 
  2.10,   5.14E-008, 
  2.20,   4.44E-008, 
  2.30,   4.05E-008, 
  2.40,   3.30E-008, 
  2.50,   2.18E-008, 
  2.60,   1.47E-008, 
  2.70,   1.34E-008, 
  2.80,   1.43E-008, 
  2.90,   1.67E-008, 
  3.00,   2.04E-008, 
  3.10,   2.61E-008, 
  3.20,   3.76E-008, 
  3.30,   5.81E-008, 
  3.40,   1.01E-007, 
  3.50,   2.20E-007, 
  3.60,   6.60E-007, 
  3.70,   2.71E-006, 
  3.80,   4.45E-006, 
  3.90,   5.36E-006, 
  4.00,   7.12E-006, 
  4.10,   6.11E-006, 
  4.20,   6.14E-006, 
  4.30,   4.69E-006, 
  4.40,   3.18E-006, 
  4.50,   2.12E-007, 
  4.60,   1.95E-008, 
  4.70,   6.57E-009, 
  4.80,   2.65E-009, 
  4.90,   1.14E-009, 
  5.00,   4.13E-010, 
  5.10,   1.50E-010, 
  5.20,  -4.25E-011, 
  5.30,  -1.53E-010, 
  5.40,  -1.87E-010, 
  5.50,  -2.22E-010, 
  5.60,  -2.97E-010, 
  5.70,  -3.04E-010, 
  5.80,  -3.12E-010, 
  5.90,  -3.19E-010, 
  6.00,  -2.79E-010, 
  6.10,  -2.60E-010, 
  6.20,  -3.00E-010, 
  6.30,  -2.30E-010, 
  6.40,  -2.21E-010, 
  6.50,  -2.73E-010, 
  6.60,  -2.43E-010, 
  6.70,  -2.47E-010, 
  6.80,  -2.55E-010, 
