Nov 16, 2019  02:30:11 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.99E-009, 
  1.10,   2.09E-009, 
  1.20,   2.41E-009, 
  1.30,   8.37E-009, 
  1.40,   3.56E-008, 
  1.50,   6.40E-008, 
  1.60,   5.68E-008, 
  1.70,   4.92E-008, 
  1.80,   4.52E-008, 
  1.90,   4.44E-008, 
  2.00,   4.33E-008, 
  2.10,   4.26E-008, 
  2.20,   3.71E-008, 
  2.30,   3.39E-008, 
  2.40,   2.84E-008, 
  2.50,   2.03E-008, 
  2.60,   1.33E-008, 
  2.70,   1.16E-008, 
  2.80,   1.19E-008, 
  2.90,   1.36E-008, 
  3.00,   1.64E-008, 
  3.10,   2.06E-008, 
  3.20,   2.85E-008, 
  3.30,   4.32E-008, 
  3.40,   7.19E-008, 
  3.50,   1.48E-007, 
  3.60,   3.85E-007, 
  3.70,   1.71E-006, 
  3.80,   3.54E-006, 
  3.90,   4.31E-006, 
  4.00,   5.97E-006, 
  4.10,   5.68E-006, 
  4.20,   5.31E-006, 
  4.30,   4.27E-006, 
  4.40,   3.20E-006, 
  4.50,   3.72E-007, 
  4.60,   2.21E-008, 
  4.70,   7.16E-009, 
  4.80,   2.97E-009, 
  4.90,   1.35E-009, 
  5.00,   6.65E-010, 
  5.10,   2.69E-010, 
  5.20,   5.85E-011, 
  5.30,  -7.80E-011, 
  5.40,  -1.55E-010, 
  5.50,  -2.24E-010, 
  5.60,  -2.35E-010, 
  5.70,  -3.00E-010, 
  5.80,  -2.60E-010, 
  5.90,  -2.38E-010, 
  6.00,  -2.68E-010, 
  6.10,  -2.77E-010, 
  6.20,  -3.02E-010, 
  6.30,  -3.02E-010, 
  6.40,  -2.47E-010, 
  6.50,  -2.25E-010, 
  6.60,  -1.97E-010, 
  6.70,  -1.63E-010, 
  6.80,  -1.35E-010, 
