Nov 16, 2019  02:36:59 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.47E-009, 
  1.10,   2.52E-009, 
  1.20,   2.86E-009, 
  1.30,   6.37E-009, 
  1.40,   3.31E-008, 
  1.50,   6.67E-008, 
  1.60,   5.41E-008, 
  1.70,   4.31E-008, 
  1.80,   3.97E-008, 
  1.90,   3.76E-008, 
  2.00,   3.69E-008, 
  2.10,   3.61E-008, 
  2.20,   3.40E-008, 
  2.30,   3.04E-008, 
  2.40,   2.62E-008, 
  2.50,   2.06E-008, 
  2.60,   1.31E-008, 
  2.70,   1.05E-008, 
  2.80,   1.02E-008, 
  2.90,   1.10E-008, 
  3.00,   1.30E-008, 
  3.10,   1.58E-008, 
  3.20,   2.08E-008, 
  3.30,   2.97E-008, 
  3.40,   4.70E-008, 
  3.50,   8.69E-008, 
  3.60,   1.97E-007, 
  3.70,   6.64E-007, 
  3.80,   2.62E-006, 
  3.90,   3.60E-006, 
  4.00,   4.72E-006, 
  4.10,   6.00E-006, 
  4.20,   4.81E-006, 
  4.30,   4.59E-006, 
  4.40,   3.62E-006, 
  4.50,   1.09E-006, 
  4.60,   3.80E-008, 
  4.70,   9.78E-009, 
  4.80,   4.07E-009, 
  4.90,   1.78E-009, 
  5.00,   8.31E-010, 
  5.10,   3.42E-010, 
  5.20,   8.71E-011, 
  5.30,  -1.21E-010, 
  5.40,  -2.07E-010, 
  5.50,  -2.45E-010, 
  5.60,  -2.11E-010, 
  5.70,  -1.49E-010, 
  5.80,  -1.53E-010, 
  5.90,  -1.59E-010, 
  6.00,  -1.93E-010, 
  6.10,  -2.28E-010, 
  6.20,  -2.74E-010, 
  6.30,  -2.70E-010, 
  6.40,  -2.22E-010, 
  6.50,  -2.00E-010, 
  6.60,  -2.35E-010, 
  6.70,  -1.93E-010, 
  6.80,  -1.73E-010, 
