Nov 15, 2019  10:44:52 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.71E-009, 
  1.10,   2.83E-009, 
  1.20,   3.17E-009, 
  1.30,   7.91E-009, 
  1.40,   4.24E-008, 
  1.50,   7.54E-008, 
  1.60,   5.78E-008, 
  1.70,   4.78E-008, 
  1.80,   4.58E-008, 
  1.90,   4.52E-008, 
  2.00,   4.53E-008, 
  2.10,   4.57E-008, 
  2.20,   4.27E-008, 
  2.30,   3.81E-008, 
  2.40,   3.20E-008, 
  2.50,   2.41E-008, 
  2.60,   1.42E-008, 
  2.70,   1.11E-008, 
  2.80,   1.09E-008, 
  2.90,   1.20E-008, 
  3.00,   1.41E-008, 
  3.10,   1.70E-008, 
  3.20,   2.23E-008, 
  3.30,   3.18E-008, 
  3.40,   5.01E-008, 
  3.50,   9.35E-008, 
  3.60,   2.07E-007, 
  3.70,   6.89E-007, 
  3.80,   2.77E-006, 
  3.90,   3.77E-006, 
  4.00,   5.04E-006, 
  4.10,   6.29E-006, 
  4.20,   5.17E-006, 
  4.30,   4.70E-006, 
  4.40,   3.76E-006, 
  4.50,   1.08E-006, 
  4.60,   3.74E-008, 
  4.70,   9.79E-009, 
  4.80,   3.95E-009, 
  4.90,   1.70E-009, 
  5.00,   7.67E-010, 
  5.10,   2.95E-010, 
  5.20,   8.41E-011, 
  5.30,   3.34E-011, 
  5.40,  -3.42E-011, 
  5.50,  -1.74E-010, 
  5.60,  -1.86E-010, 
  5.70,  -2.17E-010, 
  5.80,  -2.25E-010, 
  5.90,  -1.75E-010, 
  6.00,  -1.97E-010, 
  6.10,  -1.74E-010, 
  6.20,  -1.76E-010, 
  6.30,  -1.88E-010, 
  6.40,  -1.61E-010, 
  6.50,  -1.56E-010, 
  6.60,  -1.35E-010, 
  6.70,  -1.44E-010, 
  6.80,  -1.56E-010, 
