Nov 15, 2019  10:38:04 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.54E-009, 
  1.10,   2.62E-009, 
  1.20,   3.02E-009, 
  1.30,   9.17E-009, 
  1.40,   4.88E-008, 
  1.50,   8.40E-008, 
  1.60,   6.94E-008, 
  1.70,   6.18E-008, 
  1.80,   5.96E-008, 
  1.90,   6.09E-008, 
  2.00,   6.15E-008, 
  2.10,   6.22E-008, 
  2.20,   5.47E-008, 
  2.30,   5.02E-008, 
  2.40,   4.15E-008, 
  2.50,   2.85E-008, 
  2.60,   1.60E-008, 
  2.70,   1.30E-008, 
  2.80,   1.30E-008, 
  2.90,   1.48E-008, 
  3.00,   1.75E-008, 
  3.10,   2.18E-008, 
  3.20,   2.96E-008, 
  3.30,   4.42E-008, 
  3.40,   7.10E-008, 
  3.50,   1.41E-007, 
  3.60,   3.38E-007, 
  3.70,   1.40E-006, 
  3.80,   3.63E-006, 
  3.90,   4.43E-006, 
  4.00,   6.15E-006, 
  4.10,   6.57E-006, 
  4.20,   5.73E-006, 
  4.30,   4.87E-006, 
  4.40,   3.88E-006, 
  4.50,   8.32E-007, 
  4.60,   3.05E-008, 
  4.70,   8.72E-009, 
  4.80,   3.50E-009, 
  4.90,   1.58E-009, 
  5.00,   7.30E-010, 
  5.10,   3.63E-010, 
  5.20,   1.92E-010, 
  5.30,   5.07E-011, 
  5.40,  -5.03E-011, 
  5.50,  -1.82E-010, 
  5.60,  -2.86E-010, 
  5.70,  -2.76E-010, 
  5.80,  -2.19E-010, 
  5.90,  -2.54E-010, 
  6.00,  -1.82E-010, 
  6.10,  -1.89E-010, 
  6.20,  -1.70E-010, 
  6.30,  -1.25E-010, 
  6.40,  -1.60E-010, 
  6.50,  -1.89E-010, 
  6.60,  -1.84E-010, 
  6.70,  -1.49E-010, 
  6.80,  -1.27E-010, 
