Nov 22, 2019  10:41:20 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   8.80E-010, 
  1.10,   1.01E-009, 
  1.20,   1.38E-009, 
  1.30,   2.19E-008, 
  1.40,   5.18E-008, 
  1.50,   3.64E-008, 
  1.60,   4.03E-008, 
  1.70,   4.63E-008, 
  1.80,   5.06E-008, 
  1.90,   5.68E-008, 
  2.00,   5.64E-008, 
  2.10,   5.24E-008, 
  2.20,   4.64E-008, 
  2.30,   4.09E-008, 
  2.40,   2.91E-008, 
  2.50,   1.23E-008, 
  2.60,   5.79E-009, 
  2.70,   3.61E-009, 
  2.80,   2.88E-009, 
  2.90,   2.85E-009, 
  3.00,   3.03E-009, 
  3.10,   3.61E-009, 
  3.20,   5.02E-009, 
  3.30,   7.30E-009, 
  3.40,   1.32E-008, 
  3.50,   3.14E-008, 
  3.60,   1.60E-007, 
  3.70,   5.89E-007, 
  3.80,   8.58E-007, 
  3.90,   1.19E-006, 
  4.00,   1.23E-006, 
  4.10,   1.14E-006, 
  4.20,   1.10E-006, 
  4.30,   8.36E-007, 
  4.40,   4.00E-007, 
  4.50,   2.86E-008, 
  4.60,   6.99E-009, 
  4.70,   2.57E-009, 
  4.80,   1.07E-009, 
  4.90,   4.45E-010, 
  5.00,   1.21E-010, 
  5.10,  -9.27E-011, 
  5.20,  -1.51E-010, 
  5.30,  -2.18E-010, 
  5.40,  -2.50E-010, 
  5.50,  -2.80E-010, 
  5.60,  -2.66E-010, 
  5.70,  -2.44E-010, 
  5.80,  -2.60E-010, 
  5.90,  -2.68E-010, 
  6.00,  -3.04E-010, 
  6.10,  -2.98E-010, 
  6.20,  -2.61E-010, 
  6.30,  -2.37E-010, 
  6.40,  -1.91E-010, 
  6.50,  -1.31E-010, 
  6.60,  -1.40E-010, 
  6.70,  -1.75E-010, 
  6.80,  -1.92E-010, 
