Nov 22, 2019  10:42:42 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.14E-009, 
  1.10,   1.24E-009, 
  1.20,   1.43E-009, 
  1.30,   1.97E-008, 
  1.40,   5.61E-008, 
  1.50,   4.01E-008, 
  1.60,   3.65E-008, 
  1.70,   4.06E-008, 
  1.80,   4.49E-008, 
  1.90,   5.01E-008, 
  2.00,   5.17E-008, 
  2.10,   4.78E-008, 
  2.20,   4.27E-008, 
  2.30,   3.82E-008, 
  2.40,   2.86E-008, 
  2.50,   1.34E-008, 
  2.60,   6.15E-009, 
  2.70,   3.74E-009, 
  2.80,   2.77E-009, 
  2.90,   2.60E-009, 
  3.00,   2.77E-009, 
  3.10,   3.35E-009, 
  3.20,   4.64E-009, 
  3.30,   6.63E-009, 
  3.40,   1.15E-008, 
  3.50,   2.55E-008, 
  3.60,   1.13E-007, 
  3.70,   5.11E-007, 
  3.80,   7.76E-007, 
  3.90,   1.12E-006, 
  4.00,   1.18E-006, 
  4.10,   1.13E-006, 
  4.20,   1.07E-006, 
  4.30,   8.38E-007, 
  4.40,   4.61E-007, 
  4.50,   3.63E-008, 
  4.60,   7.86E-009, 
  4.70,   2.95E-009, 
  4.80,   1.28E-009, 
  4.90,   4.90E-010, 
  5.00,   1.08E-010, 
  5.10,  -1.13E-010, 
  5.20,  -1.49E-010, 
  5.30,  -2.89E-010, 
  5.40,  -3.22E-010, 
  5.50,  -2.92E-010, 
  5.60,  -2.49E-010, 
  5.70,  -2.47E-010, 
  5.80,  -2.34E-010, 
  5.90,  -2.46E-010, 
  6.00,  -2.14E-010, 
  6.10,  -2.46E-010, 
  6.20,  -3.13E-010, 
  6.30,  -3.94E-010, 
  6.40,  -3.45E-010, 
  6.50,  -2.41E-010, 
  6.60,  -2.02E-010, 
  6.70,  -2.03E-010, 
  6.80,  -1.99E-010, 
