Nov 22, 2019  10:48:08 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.37E-009, 
  1.10,   1.45E-009, 
  1.20,   1.65E-009, 
  1.30,   1.45E-008, 
  1.40,   5.88E-008, 
  1.50,   4.74E-008, 
  1.60,   2.99E-008, 
  1.70,   3.02E-008, 
  1.80,   3.46E-008, 
  1.90,   3.87E-008, 
  2.00,   4.29E-008, 
  2.10,   4.04E-008, 
  2.20,   3.65E-008, 
  2.30,   3.32E-008, 
  2.40,   2.63E-008, 
  2.50,   1.47E-008, 
  2.60,   6.46E-009, 
  2.70,   3.73E-009, 
  2.80,   2.68E-009, 
  2.90,   2.44E-009, 
  3.00,   2.54E-009, 
  3.10,   2.89E-009, 
  3.20,   3.59E-009, 
  3.30,   5.37E-009, 
  3.40,   8.49E-009, 
  3.50,   1.68E-008, 
  3.60,   5.32E-008, 
  3.70,   3.28E-007, 
  3.80,   6.35E-007, 
  3.90,   9.51E-007, 
  4.00,   1.08E-006, 
  4.10,   1.09E-006, 
  4.20,   9.70E-007, 
  4.30,   8.33E-007, 
  4.40,   5.60E-007, 
  4.50,   6.88E-008, 
  4.60,   9.80E-009, 
  4.70,   3.68E-009, 
  4.80,   1.54E-009, 
  4.90,   6.18E-010, 
  5.00,   2.28E-010, 
  5.10,   6.93E-011, 
  5.20,  -8.88E-011, 
  5.30,  -1.72E-010, 
  5.40,  -1.99E-010, 
  5.50,  -2.48E-010, 
  5.60,  -2.16E-010, 
  5.70,  -2.10E-010, 
  5.80,  -2.20E-010, 
  5.90,  -1.68E-010, 
  6.00,  -1.99E-010, 
  6.10,  -2.10E-010, 
  6.20,  -2.74E-010, 
  6.30,  -2.88E-010, 
  6.40,  -2.03E-010, 
  6.50,  -1.79E-010, 
  6.60,  -2.16E-010, 
  6.70,  -2.10E-010, 
  6.80,  -1.69E-010, 
