Nov 15, 2019  06:33:07 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.57E-009, 
  1.10,   2.90E-009, 
  1.20,   3.44E-009, 
  1.30,   1.46E-008, 
  1.40,   7.36E-008, 
  1.50,   1.00E-007, 
  1.60,   7.56E-008, 
  1.70,   6.70E-008, 
  1.80,   6.55E-008, 
  1.90,   6.60E-008, 
  2.00,   6.49E-008, 
  2.10,   6.74E-008, 
  2.20,   5.87E-008, 
  2.30,   5.38E-008, 
  2.40,   4.45E-008, 
  2.50,   3.00E-008, 
  2.60,   1.82E-008, 
  2.70,   1.60E-008, 
  2.80,   1.67E-008, 
  2.90,   1.92E-008, 
  3.00,   2.28E-008, 
  3.10,   2.84E-008, 
  3.20,   3.98E-008, 
  3.30,   5.78E-008, 
  3.40,   9.34E-008, 
  3.50,   1.83E-007, 
  3.60,   4.18E-007, 
  3.70,   1.70E-006, 
  3.80,   4.60E-006, 
  3.90,   5.57E-006, 
  4.00,   8.23E-006, 
  4.10,   8.44E-006, 
  4.20,   7.87E-006, 
  4.30,   6.31E-006, 
  4.40,   4.80E-006, 
  4.50,   6.66E-007, 
  4.60,   2.99E-008, 
  4.70,   9.04E-009, 
  4.80,   3.82E-009, 
  4.90,   1.76E-009, 
  5.00,   9.09E-010, 
  5.10,   3.78E-010, 
  5.20,   2.09E-010, 
  5.30,   6.54E-011, 
  5.40,  -7.80E-012, 
  5.50,  -2.82E-011, 
  5.60,  -7.37E-011, 
  5.70,  -5.94E-011, 
  5.80,  -1.06E-010, 
  5.90,  -1.16E-010, 
  6.00,  -1.08E-010, 
  6.10,  -7.19E-011, 
  6.20,  -4.85E-011, 
  6.30,  -4.72E-011, 
  6.40,  -7.45E-011, 
  6.50,  -1.26E-010, 
  6.60,  -1.72E-010, 
  6.70,  -8.45E-011, 
  6.80,  -9.49E-011, 
