Nov 15, 2019  06:35:50 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.35E-009, 
  1.10,   2.68E-009, 
  1.20,   3.29E-009, 
  1.30,   1.72E-008, 
  1.40,   7.49E-008, 
  1.50,   9.62E-008, 
  1.60,   7.42E-008, 
  1.70,   6.69E-008, 
  1.80,   6.60E-008, 
  1.90,   6.63E-008, 
  2.00,   6.44E-008, 
  2.10,   6.72E-008, 
  2.20,   5.82E-008, 
  2.30,   5.27E-008, 
  2.40,   4.36E-008, 
  2.50,   2.83E-008, 
  2.60,   1.81E-008, 
  2.70,   1.64E-008, 
  2.80,   1.76E-008, 
  2.90,   2.04E-008, 
  3.00,   2.43E-008, 
  3.10,   3.05E-008, 
  3.20,   4.27E-008, 
  3.30,   6.15E-008, 
  3.40,   1.01E-007, 
  3.50,   1.97E-007, 
  3.60,   4.46E-007, 
  3.70,   1.88E-006, 
  3.80,   5.01E-006, 
  3.90,   6.03E-006, 
  4.00,   9.14E-006, 
  4.10,   8.87E-006, 
  4.20,   8.58E-006, 
  4.30,   6.73E-006, 
  4.40,   4.79E-006, 
  4.50,   4.29E-007, 
  4.60,   2.65E-008, 
  4.70,   8.41E-009, 
  4.80,   3.58E-009, 
  4.90,   1.61E-009, 
  5.00,   8.12E-010, 
  5.10,   4.34E-010, 
  5.20,   1.65E-010, 
  5.30,  -1.04E-011, 
  5.40,  -9.75E-011, 
  5.50,  -1.17E-010, 
  5.60,  -1.79E-010, 
  5.70,  -2.22E-010, 
  5.80,  -2.25E-010, 
  5.90,  -2.38E-010, 
  6.00,  -1.96E-010, 
  6.10,  -2.12E-010, 
  6.20,  -2.31E-010, 
  6.30,  -2.30E-010, 
  6.40,  -1.82E-010, 
  6.50,  -2.02E-010, 
  6.60,  -1.23E-010, 
  6.70,  -9.53E-011, 
  6.80,  -1.27E-010, 
