Nov 15, 2019  06:29:02 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   3.23E-009, 
  1.10,   3.41E-009, 
  1.20,   4.22E-009, 
  1.30,   1.35E-008, 
  1.40,   8.07E-008, 
  1.50,   1.22E-007, 
  1.60,   9.25E-008, 
  1.70,   8.01E-008, 
  1.80,   7.58E-008, 
  1.90,   7.55E-008, 
  2.00,   7.44E-008, 
  2.10,   7.48E-008, 
  2.20,   6.56E-008, 
  2.30,   6.07E-008, 
  2.40,   5.05E-008, 
  2.50,   3.50E-008, 
  2.60,   2.05E-008, 
  2.70,   1.78E-008, 
  2.80,   1.86E-008, 
  2.90,   2.14E-008, 
  3.00,   2.58E-008, 
  3.10,   3.25E-008, 
  3.20,   4.58E-008, 
  3.30,   6.70E-008, 
  3.40,   1.08E-007, 
  3.50,   2.16E-007, 
  3.60,   5.22E-007, 
  3.70,   2.11E-006, 
  3.80,   5.27E-006, 
  3.90,   6.47E-006, 
  4.00,   8.89E-006, 
  4.10,   9.22E-006, 
  4.20,   8.20E-006, 
  4.30,   6.87E-006, 
  4.40,   5.42E-006, 
  4.50,   1.10E-006, 
  4.60,   3.61E-008, 
  4.70,   1.00E-008, 
  4.80,   4.18E-009, 
  4.90,   1.82E-009, 
  5.00,   9.08E-010, 
  5.10,   4.29E-010, 
  5.20,   1.42E-010, 
  5.30,  -1.52E-011, 
  5.40,  -8.71E-011, 
  5.50,  -1.79E-010, 
  5.60,  -2.27E-010, 
  5.70,  -2.13E-010, 
  5.80,  -2.53E-010, 
  5.90,  -2.32E-010, 
  6.00,  -2.47E-010, 
  6.10,  -2.69E-010, 
  6.20,  -3.00E-010, 
  6.30,  -3.47E-010, 
  6.40,  -3.27E-010, 
  6.50,  -2.86E-010, 
  6.60,  -2.34E-010, 
  6.70,  -1.84E-010, 
  6.80,  -1.63E-010, 
