Nov 15, 2019  06:31:45 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   3.56E-009, 
  1.10,   3.81E-009, 
  1.20,   4.55E-009, 
  1.30,   1.20E-008, 
  1.40,   7.66E-008, 
  1.50,   1.18E-007, 
  1.60,   8.40E-008, 
  1.70,   7.12E-008, 
  1.80,   6.83E-008, 
  1.90,   6.78E-008, 
  2.00,   6.77E-008, 
  2.10,   6.86E-008, 
  2.20,   6.26E-008, 
  2.30,   5.66E-008, 
  2.40,   4.74E-008, 
  2.50,   3.44E-008, 
  2.60,   1.97E-008, 
  2.70,   1.63E-008, 
  2.80,   1.69E-008, 
  2.90,   1.90E-008, 
  3.00,   2.27E-008, 
  3.10,   2.78E-008, 
  3.20,   3.80E-008, 
  3.30,   5.51E-008, 
  3.40,   8.57E-008, 
  3.50,   1.63E-007, 
  3.60,   3.67E-007, 
  3.70,   1.33E-006, 
  3.80,   4.32E-006, 
  3.90,   5.55E-006, 
  4.00,   7.71E-006, 
  4.10,   9.06E-006, 
  4.20,   7.68E-006, 
  4.30,   6.84E-006, 
  4.40,   5.44E-006, 
  4.50,   1.41E-006, 
  4.60,   4.32E-008, 
  4.70,   1.11E-008, 
  4.80,   4.56E-009, 
  4.90,   2.08E-009, 
  5.00,   1.06E-009, 
  5.10,   5.52E-010, 
  5.20,   2.67E-010, 
  5.30,   1.17E-010, 
  5.40,   0.00E+000, 
  5.50,  -6.93E-011, 
  5.60,  -1.04E-010, 
  5.70,  -1.20E-010, 
  5.80,  -1.76E-010, 
  5.90,  -2.14E-010, 
  6.00,  -2.02E-010, 
  6.10,  -2.13E-010, 
  6.20,  -1.27E-010, 
  6.30,  -9.23E-011, 
  6.40,  -7.63E-011, 
  6.50,  -9.14E-011, 
  6.60,  -9.06E-011, 
  6.70,  -1.23E-010, 
  6.80,  -1.27E-010, 
