Nov 15, 2019  06:41:16 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.77E-009, 
  1.10,   3.24E-009, 
  1.20,   4.45E-009, 
  1.30,   2.50E-008, 
  1.40,   9.20E-008, 
  1.50,   1.17E-007, 
  1.60,   9.30E-008, 
  1.70,   8.13E-008, 
  1.80,   7.80E-008, 
  1.90,   7.62E-008, 
  2.00,   7.24E-008, 
  2.10,   7.47E-008, 
  2.20,   6.48E-008, 
  2.30,   5.86E-008, 
  2.40,   4.97E-008, 
  2.50,   3.24E-008, 
  2.60,   2.32E-008, 
  2.70,   2.27E-008, 
  2.80,   2.53E-008, 
  2.90,   2.98E-008, 
  3.00,   3.53E-008, 
  3.10,   4.60E-008, 
  3.20,   6.40E-008, 
  3.30,   9.03E-008, 
  3.40,   1.50E-007, 
  3.50,   2.94E-007, 
  3.60,   6.56E-007, 
  3.70,   2.79E-006, 
  3.80,   7.13E-006, 
  3.90,   8.44E-006, 
  4.00,   1.34E-005, 
  4.10,   1.25E-005, 
  4.20,   1.26E-005, 
  4.30,   9.64E-006, 
  4.40,   6.01E-006, 
  4.50,   3.38E-007, 
  4.60,   2.81E-008, 
  4.70,   9.13E-009, 
  4.80,   4.02E-009, 
  4.90,   1.86E-009, 
  5.00,   9.77E-010, 
  5.10,   4.92E-010, 
  5.20,   1.93E-010, 
  5.30,   6.85E-011, 
  5.40,  -2.51E-011, 
  5.50,  -3.99E-011, 
  5.60,  -1.19E-010, 
  5.70,  -1.40E-010, 
  5.80,  -2.37E-010, 
  5.90,  -2.49E-010, 
  6.00,  -2.30E-010, 
  6.10,  -2.21E-010, 
  6.20,  -2.48E-010, 
  6.30,  -2.54E-010, 
  6.40,  -2.11E-010, 
  6.50,  -1.25E-010, 
  6.60,  -1.31E-010, 
  6.70,  -1.46E-010, 
  6.80,  -1.13E-010, 
