Nov 16, 2019  12:23:37 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.09E-009, 
  1.10,   2.23E-009, 
  1.20,   2.51E-009, 
  1.30,   7.03E-009, 
  1.40,   3.23E-008, 
  1.50,   6.59E-008, 
  1.60,   5.75E-008, 
  1.70,   4.74E-008, 
  1.80,   4.25E-008, 
  1.90,   3.99E-008, 
  2.00,   3.88E-008, 
  2.10,   3.72E-008, 
  2.20,   3.36E-008, 
  2.30,   3.04E-008, 
  2.40,   2.59E-008, 
  2.50,   1.98E-008, 
  2.60,   1.34E-008, 
  2.70,   1.16E-008, 
  2.80,   1.19E-008, 
  2.90,   1.34E-008, 
  3.00,   1.62E-008, 
  3.10,   2.00E-008, 
  3.20,   2.68E-008, 
  3.30,   4.07E-008, 
  3.40,   6.64E-008, 
  3.50,   1.30E-007, 
  3.60,   3.23E-007, 
  3.70,   1.35E-006, 
  3.80,   3.46E-006, 
  3.90,   4.39E-006, 
  4.00,   5.91E-006, 
  4.10,   6.32E-006, 
  4.20,   5.51E-006, 
  4.30,   4.74E-006, 
  4.40,   3.63E-006, 
  4.50,   7.31E-007, 
  4.60,   2.81E-008, 
  4.70,   8.17E-009, 
  4.80,   3.36E-009, 
  4.90,   1.58E-009, 
  5.00,   7.46E-010, 
  5.10,   3.16E-010, 
  5.20,   4.77E-011, 
  5.30,  -1.17E-010, 
  5.40,  -1.98E-010, 
  5.50,  -2.50E-010, 
  5.60,  -2.64E-010, 
  5.70,  -2.97E-010, 
  5.80,  -2.67E-010, 
  5.90,  -2.08E-010, 
  6.00,  -2.05E-010, 
  6.10,  -1.76E-010, 
  6.20,  -1.49E-010, 
  6.30,  -1.73E-010, 
  6.40,  -2.66E-010, 
  6.50,  -2.49E-010, 
  6.60,  -2.29E-010, 
  6.70,  -1.63E-010, 
  6.80,  -1.63E-010, 
