Nov 16, 2019  12:26:20 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.05E-009, 
  1.10,   2.25E-009, 
  1.20,   2.45E-009, 
  1.30,   6.98E-009, 
  1.40,   3.12E-008, 
  1.50,   6.29E-008, 
  1.60,   5.51E-008, 
  1.70,   4.52E-008, 
  1.80,   4.05E-008, 
  1.90,   3.79E-008, 
  2.00,   3.67E-008, 
  2.10,   3.56E-008, 
  2.20,   3.24E-008, 
  2.30,   2.94E-008, 
  2.40,   2.52E-008, 
  2.50,   1.93E-008, 
  2.60,   1.29E-008, 
  2.70,   1.11E-008, 
  2.80,   1.13E-008, 
  2.90,   1.26E-008, 
  3.00,   1.51E-008, 
  3.10,   1.85E-008, 
  3.20,   2.49E-008, 
  3.30,   3.73E-008, 
  3.40,   6.03E-008, 
  3.50,   1.16E-007, 
  3.60,   2.82E-007, 
  3.70,   1.15E-006, 
  3.80,   3.33E-006, 
  3.90,   4.21E-006, 
  4.00,   5.71E-006, 
  4.10,   6.27E-006, 
  4.20,   5.36E-006, 
  4.30,   4.66E-006, 
  4.40,   3.58E-006, 
  4.50,   7.63E-007, 
  4.60,   2.84E-008, 
  4.70,   8.31E-009, 
  4.80,   3.51E-009, 
  4.90,   1.61E-009, 
  5.00,   7.39E-010, 
  5.10,   2.97E-010, 
  5.20,   3.77E-011, 
  5.30,  -1.08E-010, 
  5.40,  -1.97E-010, 
  5.50,  -3.01E-010, 
  5.60,  -2.89E-010, 
  5.70,  -3.09E-010, 
  5.80,  -2.89E-010, 
  5.90,  -2.87E-010, 
  6.00,  -2.73E-010, 
  6.10,  -2.79E-010, 
  6.20,  -1.92E-010, 
  6.30,  -2.28E-010, 
  6.40,  -2.34E-010, 
  6.50,  -2.19E-010, 
  6.60,  -1.87E-010, 
  6.70,  -1.82E-010, 
  6.80,  -1.92E-010, 
