Nov 16, 2019  03:48:46 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.07E-009, 
  1.10,   2.27E-009, 
  1.20,   2.52E-009, 
  1.30,   6.82E-009, 
  1.40,   3.14E-008, 
  1.50,   6.42E-008, 
  1.60,   5.53E-008, 
  1.70,   4.54E-008, 
  1.80,   4.03E-008, 
  1.90,   3.77E-008, 
  2.00,   3.70E-008, 
  2.10,   3.54E-008, 
  2.20,   3.21E-008, 
  2.30,   2.93E-008, 
  2.40,   2.51E-008, 
  2.50,   1.91E-008, 
  2.60,   1.29E-008, 
  2.70,   1.14E-008, 
  2.80,   1.15E-008, 
  2.90,   1.29E-008, 
  3.00,   1.57E-008, 
  3.10,   1.92E-008, 
  3.20,   2.56E-008, 
  3.30,   3.90E-008, 
  3.40,   6.41E-008, 
  3.50,   1.25E-007, 
  3.60,   3.15E-007, 
  3.70,   1.30E-006, 
  3.80,   3.25E-006, 
  3.90,   4.18E-006, 
  4.00,   5.78E-006, 
  4.10,   6.20E-006, 
  4.20,   5.46E-006, 
  4.30,   4.65E-006, 
  4.40,   3.52E-006, 
  4.50,   5.94E-007, 
  4.60,   2.56E-008, 
  4.70,   7.78E-009, 
  4.80,   3.12E-009, 
  4.90,   1.37E-009, 
  5.00,   5.08E-010, 
  5.10,   1.36E-010, 
  5.20,  -7.58E-011, 
  5.30,  -1.66E-010, 
  5.40,  -2.40E-010, 
  5.50,  -2.66E-010, 
  5.60,  -2.88E-010, 
  5.70,  -2.91E-010, 
  5.80,  -2.97E-010, 
  5.90,  -2.59E-010, 
  6.00,  -2.24E-010, 
  6.10,  -2.39E-010, 
  6.20,  -2.86E-010, 
  6.30,  -2.43E-010, 
  6.40,  -1.80E-010, 
  6.50,  -1.92E-010, 
  6.60,  -1.95E-010, 
  6.70,  -2.37E-010, 
  6.80,  -2.74E-010, 
