Nov 16, 2019  03:43:20 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.62E-009, 
  1.10,   1.70E-009, 
  1.20,   2.05E-009, 
  1.30,   9.37E-009, 
  1.40,   3.52E-008, 
  1.50,   6.70E-008, 
  1.60,   6.51E-008, 
  1.70,   5.63E-008, 
  1.80,   5.05E-008, 
  1.90,   4.97E-008, 
  2.00,   4.61E-008, 
  2.10,   4.38E-008, 
  2.20,   3.82E-008, 
  2.30,   3.50E-008, 
  2.40,   2.90E-008, 
  2.50,   2.00E-008, 
  2.60,   1.50E-008, 
  2.70,   1.44E-008, 
  2.80,   1.55E-008, 
  2.90,   1.84E-008, 
  3.00,   2.28E-008, 
  3.10,   2.97E-008, 
  3.20,   4.32E-008, 
  3.30,   6.84E-008, 
  3.40,   1.20E-007, 
  3.50,   2.75E-007, 
  3.60,   9.29E-007, 
  3.70,   3.27E-006, 
  3.80,   4.96E-006, 
  3.90,   6.14E-006, 
  4.00,   7.86E-006, 
  4.10,   6.48E-006, 
  4.20,   6.74E-006, 
  4.30,   5.10E-006, 
  4.40,   2.78E-006, 
  4.50,   1.17E-007, 
  4.60,   1.67E-008, 
  4.70,   5.96E-009, 
  4.80,   2.43E-009, 
  4.90,   1.13E-009, 
  5.00,   5.45E-010, 
  5.10,   1.55E-010, 
  5.20,  -1.04E-010, 
  5.30,  -1.57E-010, 
  5.40,  -1.66E-010, 
  5.50,  -2.13E-010, 
  5.60,  -2.22E-010, 
  5.70,  -2.34E-010, 
  5.80,  -2.19E-010, 
  5.90,  -2.46E-010, 
  6.00,  -2.41E-010, 
  6.10,  -2.15E-010, 
  6.20,  -2.18E-010, 
  6.30,  -2.30E-010, 
  6.40,  -2.60E-010, 
  6.50,  -2.01E-010, 
  6.60,  -2.09E-010, 
  6.70,  -1.93E-010, 
  6.80,  -2.03E-010, 
