Nov 16, 2019  03:50:08 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.32E-009, 
  1.10,   2.39E-009, 
  1.20,   2.76E-009, 
  1.30,   6.48E-009, 
  1.40,   3.12E-008, 
  1.50,   6.59E-008, 
  1.60,   5.58E-008, 
  1.70,   4.48E-008, 
  1.80,   3.99E-008, 
  1.90,   3.70E-008, 
  2.00,   3.63E-008, 
  2.10,   3.49E-008, 
  2.20,   3.20E-008, 
  2.30,   2.89E-008, 
  2.40,   2.50E-008, 
  2.50,   1.96E-008, 
  2.60,   1.31E-008, 
  2.70,   1.11E-008, 
  2.80,   1.12E-008, 
  2.90,   1.26E-008, 
  3.00,   1.49E-008, 
  3.10,   1.83E-008, 
  3.20,   2.39E-008, 
  3.30,   3.58E-008, 
  3.40,   5.80E-008, 
  3.50,   1.10E-007, 
  3.60,   2.64E-007, 
  3.70,   1.01E-006, 
  3.80,   3.00E-006, 
  3.90,   3.98E-006, 
  4.00,   5.42E-006, 
  4.10,   6.35E-006, 
  4.20,   5.30E-006, 
  4.30,   4.79E-006, 
  4.40,   3.70E-006, 
  4.50,   8.64E-007, 
  4.60,   3.10E-008, 
  4.70,   8.82E-009, 
  4.80,   3.69E-009, 
  4.90,   1.74E-009, 
  5.00,   8.92E-010, 
  5.10,   4.53E-010, 
  5.20,   1.25E-010, 
  5.30,  -3.03E-012, 
  5.40,  -4.42E-011, 
  5.50,  -1.01E-010, 
  5.60,  -1.17E-010, 
  5.70,  -1.25E-010, 
  5.80,  -1.14E-010, 
  5.90,  -9.88E-011, 
  6.00,  -1.21E-010, 
  6.10,  -8.10E-011, 
  6.20,  -1.17E-010, 
  6.30,  -1.36E-010, 
  6.40,  -1.40E-010, 
  6.50,  -7.11E-011, 
  6.60,  -7.02E-011, 
  6.70,  -8.02E-011, 
  6.80,  -7.50E-011, 
