Nov 18, 2019  10:05:41 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.79E-009, 
  1.10,   1.90E-009, 
  1.20,   2.16E-009, 
  1.30,   1.57E-008, 
  1.40,   7.77E-008, 
  1.50,   7.39E-008, 
  1.60,   5.08E-008, 
  1.70,   5.29E-008, 
  1.80,   5.99E-008, 
  1.90,   6.67E-008, 
  2.00,   7.35E-008, 
  2.10,   6.80E-008, 
  2.20,   6.07E-008, 
  2.30,   5.63E-008, 
  2.40,   4.38E-008, 
  2.50,   2.39E-008, 
  2.60,   9.29E-009, 
  2.70,   5.60E-009, 
  2.80,   4.28E-009, 
  2.90,   3.69E-009, 
  3.00,   4.31E-009, 
  3.10,   5.02E-009, 
  3.20,   6.30E-009, 
  3.30,   9.21E-009, 
  3.40,   1.55E-008, 
  3.50,   3.12E-008, 
  3.60,   1.02E-007, 
  3.70,   5.24E-007, 
  3.80,   9.77E-007, 
  3.90,   1.50E-006, 
  4.00,   1.71E-006, 
  4.10,   1.76E-006, 
  4.20,   1.52E-006, 
  4.30,   1.33E-006, 
  4.40,   9.46E-007, 
  4.50,   1.60E-007, 
  4.60,   1.33E-008, 
  4.70,   4.69E-009, 
  4.80,   1.89E-009, 
  4.90,   8.57E-010, 
  5.00,   3.40E-010, 
  5.10,   1.11E-010, 
  5.20,   4.77E-012, 
  5.30,  -6.46E-011, 
  5.40,  -1.11E-010, 
  5.50,  -2.06E-010, 
  5.60,  -1.87E-010, 
  5.70,  -1.86E-010, 
  5.80,  -2.10E-010, 
  5.90,  -1.58E-010, 
  6.00,  -1.17E-010, 
  6.10,  -1.20E-010, 
  6.20,  -1.11E-010, 
  6.30,  -1.19E-010, 
  6.40,  -1.17E-010, 
  6.50,  -1.39E-010, 
  6.60,  -1.19E-010, 
  6.70,  -1.43E-010, 
  6.80,  -1.08E-010, 
