Nov 18, 2019  10:15:12 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.04E-009, 
  1.10,   2.12E-009, 
  1.20,   2.39E-009, 
  1.30,   7.73E-009, 
  1.40,   6.87E-008, 
  1.50,   8.22E-008, 
  1.60,   3.97E-008, 
  1.70,   3.11E-008, 
  1.80,   3.59E-008, 
  1.90,   4.05E-008, 
  2.00,   4.76E-008, 
  2.10,   4.85E-008, 
  2.20,   4.62E-008, 
  2.30,   3.99E-008, 
  2.40,   3.50E-008, 
  2.50,   2.47E-008, 
  2.60,   1.06E-008, 
  2.70,   5.68E-009, 
  2.80,   3.97E-009, 
  2.90,   3.29E-009, 
  3.00,   3.28E-009, 
  3.10,   3.56E-009, 
  3.20,   4.45E-009, 
  3.30,   5.79E-009, 
  3.40,   8.57E-009, 
  3.50,   1.47E-008, 
  3.60,   3.47E-008, 
  3.70,   1.46E-007, 
  3.80,   6.00E-007, 
  3.90,   9.69E-007, 
  4.00,   1.28E-006, 
  4.10,   1.54E-006, 
  4.20,   1.24E-006, 
  4.30,   1.26E-006, 
  4.40,   9.41E-007, 
  4.50,   3.28E-007, 
  4.60,   2.17E-008, 
  4.70,   6.44E-009, 
  4.80,   2.69E-009, 
  4.90,   1.29E-009, 
  5.00,   6.35E-010, 
  5.10,   2.58E-010, 
  5.20,   4.72E-011, 
  5.30,  -7.58E-011, 
  5.40,  -1.33E-010, 
  5.50,  -8.71E-011, 
  5.60,  -8.93E-011, 
  5.70,  -1.45E-010, 
  5.80,  -1.94E-010, 
  5.90,  -1.20E-010, 
  6.00,  -6.50E-011, 
  6.10,  -3.73E-011, 
  6.20,  -6.37E-011, 
  6.30,  -5.37E-011, 
  6.40,   8.67E-013, 
  6.50,  -6.93E-012, 
  6.60,  -6.72E-011, 
  6.70,  -7.45E-011, 
  6.80,   6.93E-012, 
