Nov 18, 2019  10:04:19 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.66E-009, 
  1.10,   1.72E-009, 
  1.20,   1.93E-009, 
  1.30,   1.63E-008, 
  1.40,   7.95E-008, 
  1.50,   7.77E-008, 
  1.60,   6.09E-008, 
  1.70,   6.50E-008, 
  1.80,   7.25E-008, 
  1.90,   8.14E-008, 
  2.00,   8.74E-008, 
  2.10,   8.09E-008, 
  2.20,   7.10E-008, 
  2.30,   6.52E-008, 
  2.40,   4.93E-008, 
  2.50,   2.58E-008, 
  2.60,   9.46E-009, 
  2.70,   5.66E-009, 
  2.80,   4.44E-009, 
  2.90,   4.25E-009, 
  3.00,   4.73E-009, 
  3.10,   5.65E-009, 
  3.20,   7.19E-009, 
  3.30,   1.04E-008, 
  3.40,   1.80E-008, 
  3.50,   3.87E-008, 
  3.60,   1.37E-007, 
  3.70,   6.66E-007, 
  3.80,   1.15E-006, 
  3.90,   1.71E-006, 
  4.00,   1.93E-006, 
  4.10,   1.93E-006, 
  4.20,   1.75E-006, 
  4.30,   1.44E-006, 
  4.40,   1.03E-006, 
  4.50,   1.49E-007, 
  4.60,   1.32E-008, 
  4.70,   4.60E-009, 
  4.80,   1.93E-009, 
  4.90,   9.21E-010, 
  5.00,   3.88E-010, 
  5.10,   1.13E-010, 
  5.20,  -9.53E-012, 
  5.30,  -1.28E-010, 
  5.40,  -2.12E-010, 
  5.50,  -2.56E-010, 
  5.60,  -2.43E-010, 
  5.70,  -2.53E-010, 
  5.80,  -3.29E-010, 
  5.90,  -3.90E-010, 
  6.00,  -3.34E-010, 
  6.10,  -3.41E-010, 
  6.20,  -3.23E-010, 
  6.30,  -2.55E-010, 
  6.40,  -2.07E-010, 
  6.50,  -1.62E-010, 
  6.60,  -1.73E-010, 
  6.70,  -1.92E-010, 
  6.80,  -1.72E-010, 
