Nov 17, 2019  11:15:40 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.83E-009, 
  1.10,   1.94E-009, 
  1.20,   2.14E-009, 
  1.30,   1.85E-008, 
  1.40,   8.24E-008, 
  1.50,   7.21E-008, 
  1.60,   4.96E-008, 
  1.70,   5.22E-008, 
  1.80,   5.83E-008, 
  1.90,   6.42E-008, 
  2.00,   6.90E-008, 
  2.10,   6.49E-008, 
  2.20,   5.82E-008, 
  2.30,   5.42E-008, 
  2.40,   4.12E-008, 
  2.50,   2.20E-008, 
  2.60,   9.01E-009, 
  2.70,   5.71E-009, 
  2.80,   4.58E-009, 
  2.90,   4.33E-009, 
  3.00,   4.69E-009, 
  3.10,   5.54E-009, 
  3.20,   7.04E-009, 
  3.30,   1.04E-008, 
  3.40,   1.78E-008, 
  3.50,   3.63E-008, 
  3.60,   1.20E-007, 
  3.70,   6.14E-007, 
  3.80,   1.19E-006, 
  3.90,   1.76E-006, 
  4.00,   2.03E-006, 
  4.10,   2.08E-006, 
  4.20,   1.84E-006, 
  4.30,   1.54E-006, 
  4.40,   1.07E-006, 
  4.50,   1.45E-007, 
  4.60,   1.30E-008, 
  4.70,   4.60E-009, 
  4.80,   2.00E-009, 
  4.90,   9.55E-010, 
  5.00,   4.21E-010, 
  5.10,   1.36E-010, 
  5.20,   1.73E-011, 
  5.30,  -1.27E-010, 
  5.40,  -1.65E-010, 
  5.50,  -2.15E-010, 
  5.60,  -1.97E-010, 
  5.70,  -1.42E-010, 
  5.80,  -1.08E-010, 
  5.90,  -1.19E-010, 
  6.00,  -1.45E-010, 
  6.10,  -1.50E-010, 
  6.20,  -7.84E-011, 
  6.30,  -3.29E-011, 
  6.40,  -1.99E-011, 
  6.50,  -7.71E-011, 
  6.60,  -5.20E-011, 
  6.70,  -3.12E-011, 
  6.80,  -8.10E-011, 
