Nov 17, 2019  11:14:18 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.96E-009, 
  1.10,   2.01E-009, 
  1.20,   2.20E-009, 
  1.30,   1.69E-008, 
  1.40,   8.70E-008, 
  1.50,   8.22E-008, 
  1.60,   5.56E-008, 
  1.70,   5.80E-008, 
  1.80,   6.45E-008, 
  1.90,   7.02E-008, 
  2.00,   7.64E-008, 
  2.10,   7.12E-008, 
  2.20,   6.49E-008, 
  2.30,   5.97E-008, 
  2.40,   4.57E-008, 
  2.50,   2.54E-008, 
  2.60,   9.94E-009, 
  2.70,   6.12E-009, 
  2.80,   4.89E-009, 
  2.90,   4.52E-009, 
  3.00,   4.91E-009, 
  3.10,   5.71E-009, 
  3.20,   7.34E-009, 
  3.30,   1.08E-008, 
  3.40,   1.85E-008, 
  3.50,   3.76E-008, 
  3.60,   1.23E-007, 
  3.70,   6.39E-007, 
  3.80,   1.24E-006, 
  3.90,   1.85E-006, 
  4.00,   2.12E-006, 
  4.10,   2.22E-006, 
  4.20,   1.94E-006, 
  4.30,   1.68E-006, 
  4.40,   1.17E-006, 
  4.50,   2.10E-007, 
  4.60,   1.46E-008, 
  4.70,   5.05E-009, 
  4.80,   2.14E-009, 
  4.90,   1.00E-009, 
  5.00,   4.62E-010, 
  5.10,   1.47E-010, 
  5.20,  -8.67E-013, 
  5.30,  -8.15E-011, 
  5.40,  -1.45E-010, 
  5.50,  -1.53E-010, 
  5.60,  -1.96E-010, 
  5.70,  -1.92E-010, 
  5.80,  -2.04E-010, 
  5.90,  -2.47E-010, 
  6.00,  -2.12E-010, 
  6.10,  -1.59E-010, 
  6.20,  -1.46E-010, 
  6.30,  -1.10E-010, 
  6.40,  -1.11E-010, 
  6.50,  -1.02E-010, 
  6.60,  -8.10E-011, 
  6.70,  -9.06E-011, 
  6.80,  -7.54E-011, 
