Nov 17, 2019  11:21:06 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.05E-009, 
  1.10,   2.15E-009, 
  1.20,   2.38E-009, 
  1.30,   1.17E-008, 
  1.40,   8.03E-008, 
  1.50,   8.17E-008, 
  1.60,   4.25E-008, 
  1.70,   3.90E-008, 
  1.80,   4.48E-008, 
  1.90,   4.95E-008, 
  2.00,   5.64E-008, 
  2.10,   5.52E-008, 
  2.20,   5.21E-008, 
  2.30,   4.64E-008, 
  2.40,   3.82E-008, 
  2.50,   2.42E-008, 
  2.60,   9.84E-009, 
  2.70,   5.65E-009, 
  2.80,   4.20E-009, 
  2.90,   3.51E-009, 
  3.00,   3.88E-009, 
  3.10,   4.68E-009, 
  3.20,   5.67E-009, 
  3.30,   7.73E-009, 
  3.40,   1.25E-008, 
  3.50,   2.28E-008, 
  3.60,   6.08E-008, 
  3.70,   2.84E-007, 
  3.80,   8.98E-007, 
  3.90,   1.37E-006, 
  4.00,   1.73E-006, 
  4.10,   1.99E-006, 
  4.20,   1.60E-006, 
  4.30,   1.56E-006, 
  4.40,   1.12E-006, 
  4.50,   3.04E-007, 
  4.60,   1.81E-008, 
  4.70,   5.61E-009, 
  4.80,   2.18E-009, 
  4.90,   9.77E-010, 
  5.00,   3.64E-010, 
  5.10,   3.03E-012, 
  5.20,  -1.64E-010, 
  5.30,  -2.70E-010, 
  5.40,  -3.11E-010, 
  5.50,  -3.09E-010, 
  5.60,  -3.77E-010, 
  5.70,  -3.64E-010, 
  5.80,  -3.34E-010, 
  5.90,  -3.31E-010, 
  6.00,  -2.67E-010, 
  6.10,  -3.05E-010, 
  6.20,  -2.81E-010, 
  6.30,  -2.53E-010, 
  6.40,  -1.84E-010, 
  6.50,  -2.51E-010, 
  6.60,  -2.53E-010, 
  6.70,  -2.98E-010, 
  6.80,  -3.15E-010, 
