Nov 17, 2019  05:32:28 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.35E-009, 
  1.10,   2.54E-009, 
  1.20,   2.82E-009, 
  1.30,   1.17E-008, 
  1.40,   7.55E-008, 
  1.50,   8.61E-008, 
  1.60,   5.21E-008, 
  1.70,   5.06E-008, 
  1.80,   5.77E-008, 
  1.90,   6.30E-008, 
  2.00,   7.01E-008, 
  2.10,   6.96E-008, 
  2.20,   6.43E-008, 
  2.30,   5.82E-008, 
  2.40,   4.70E-008, 
  2.50,   2.91E-008, 
  2.60,   1.16E-008, 
  2.70,   6.90E-009, 
  2.80,   5.53E-009, 
  2.90,   5.37E-009, 
  3.00,   5.98E-009, 
  3.10,   6.93E-009, 
  3.20,   8.69E-009, 
  3.30,   1.26E-008, 
  3.40,   2.01E-008, 
  3.50,   3.76E-008, 
  3.60,   1.01E-007, 
  3.70,   4.14E-007, 
  3.80,   1.33E-006, 
  3.90,   1.92E-006, 
  4.00,   2.42E-006, 
  4.10,   2.84E-006, 
  4.20,   2.29E-006, 
  4.30,   2.19E-006, 
  4.40,   1.61E-006, 
  4.50,   4.13E-007, 
  4.60,   2.10E-008, 
  4.70,   6.48E-009, 
  4.80,   2.54E-009, 
  4.90,   1.18E-009, 
  5.00,   5.43E-010, 
  5.10,   1.97E-010, 
  5.20,   3.64E-011, 
  5.30,  -1.10E-010, 
  5.40,  -1.78E-010, 
  5.50,  -2.63E-010, 
  5.60,  -3.29E-010, 
  5.70,  -2.57E-010, 
  5.80,  -2.94E-010, 
  5.90,  -2.75E-010, 
  6.00,  -2.43E-010, 
  6.10,  -2.05E-010, 
  6.20,  -1.81E-010, 
  6.30,  -2.13E-010, 
  6.40,  -2.82E-010, 
  6.50,  -2.92E-010, 
  6.60,  -2.61E-010, 
  6.70,  -2.04E-010, 
  6.80,  -1.98E-010, 
