Nov 17, 2019  05:24:19 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.18E-009, 
  1.10,   2.26E-009, 
  1.20,   2.47E-009, 
  1.30,   1.71E-008, 
  1.40,   7.91E-008, 
  1.50,   8.49E-008, 
  1.60,   6.91E-008, 
  1.70,   7.36E-008, 
  1.80,   7.84E-008, 
  1.90,   8.68E-008, 
  2.00,   8.87E-008, 
  2.10,   8.63E-008, 
  2.20,   7.48E-008, 
  2.30,   6.97E-008, 
  2.40,   5.22E-008, 
  2.50,   2.73E-008, 
  2.60,   1.09E-008, 
  2.70,   7.36E-009, 
  2.80,   6.38E-009, 
  2.90,   6.64E-009, 
  3.00,   7.64E-009, 
  3.10,   9.17E-009, 
  3.20,   1.21E-008, 
  3.30,   1.90E-008, 
  3.40,   3.27E-008, 
  3.50,   7.08E-008, 
  3.60,   2.32E-007, 
  3.70,   1.03E-006, 
  3.80,   1.92E-006, 
  3.90,   2.54E-006, 
  4.00,   3.07E-006, 
  4.10,   3.02E-006, 
  4.20,   2.79E-006, 
  4.30,   2.27E-006, 
  4.40,   1.59E-006, 
  4.50,   1.92E-007, 
  4.60,   1.52E-008, 
  4.70,   5.28E-009, 
  4.80,   2.17E-009, 
  4.90,   1.01E-009, 
  5.00,   4.37E-010, 
  5.10,   1.42E-010, 
  5.20,  -3.29E-011, 
  5.30,  -9.27E-011, 
  5.40,  -1.92E-010, 
  5.50,  -2.01E-010, 
  5.60,  -1.89E-010, 
  5.70,  -1.37E-010, 
  5.80,  -1.10E-010, 
  5.90,  -1.79E-010, 
  6.00,  -1.98E-010, 
  6.10,  -1.91E-010, 
  6.20,  -1.85E-010, 
  6.30,  -1.16E-010, 
  6.40,  -1.39E-010, 
  6.50,  -1.43E-010, 
  6.60,  -9.66E-011, 
  6.70,  -1.03E-010, 
  6.80,  -1.01E-010, 
