Nov 16, 2019  08:31:30 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.73E-009, 
  1.10,   1.97E-009, 
  1.20,   2.32E-009, 
  1.30,   7.43E-009, 
  1.40,   3.23E-008, 
  1.50,   6.06E-008, 
  1.60,   5.24E-008, 
  1.70,   4.37E-008, 
  1.80,   3.98E-008, 
  1.90,   3.80E-008, 
  2.00,   3.68E-008, 
  2.10,   3.61E-008, 
  2.20,   3.27E-008, 
  2.30,   3.00E-008, 
  2.40,   2.55E-008, 
  2.50,   1.91E-008, 
  2.60,   1.28E-008, 
  2.70,   1.11E-008, 
  2.80,   1.11E-008, 
  2.90,   1.23E-008, 
  3.00,   1.48E-008, 
  3.10,   1.82E-008, 
  3.20,   2.44E-008, 
  3.30,   3.63E-008, 
  3.40,   5.91E-008, 
  3.50,   1.14E-007, 
  3.60,   2.71E-007, 
  3.70,   1.10E-006, 
  3.80,   3.34E-006, 
  3.90,   4.18E-006, 
  4.00,   5.86E-006, 
  4.10,   6.37E-006, 
  4.20,   5.64E-006, 
  4.30,   4.75E-006, 
  4.40,   3.64E-006, 
  4.50,   6.32E-007, 
  4.60,   2.68E-008, 
  4.70,   8.07E-009, 
  4.80,   3.34E-009, 
  4.90,   1.49E-009, 
  5.00,   7.60E-010, 
  5.10,   3.49E-010, 
  5.20,   1.14E-010, 
  5.30,  -4.59E-011, 
  5.40,  -1.14E-010, 
  5.50,  -1.98E-010, 
  5.60,  -2.14E-010, 
  5.70,  -2.86E-010, 
  5.80,  -2.86E-010, 
  5.90,  -2.81E-010, 
  6.00,  -2.71E-010, 
  6.10,  -2.95E-010, 
  6.20,  -2.64E-010, 
  6.30,  -2.20E-010, 
  6.40,  -2.14E-010, 
  6.50,  -2.42E-010, 
  6.60,  -2.30E-010, 
  6.70,  -2.31E-010, 
  6.80,  -2.13E-010, 
