Nov 16, 2019  08:21:59 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.06E-009, 
  1.10,   2.22E-009, 
  1.20,   2.57E-009, 
  1.30,   9.70E-009, 
  1.40,   4.25E-008, 
  1.50,   8.00E-008, 
  1.60,   7.17E-008, 
  1.70,   6.19E-008, 
  1.80,   5.60E-008, 
  1.90,   5.47E-008, 
  2.00,   5.24E-008, 
  2.10,   5.03E-008, 
  2.20,   4.41E-008, 
  2.30,   4.09E-008, 
  2.40,   3.36E-008, 
  2.50,   2.35E-008, 
  2.60,   1.61E-008, 
  2.70,   1.48E-008, 
  2.80,   1.59E-008, 
  2.90,   1.86E-008, 
  3.00,   2.26E-008, 
  3.10,   2.87E-008, 
  3.20,   4.11E-008, 
  3.30,   6.29E-008, 
  3.40,   1.07E-007, 
  3.50,   2.26E-007, 
  3.60,   6.54E-007, 
  3.70,   2.77E-006, 
  3.80,   4.96E-006, 
  3.90,   6.03E-006, 
  4.00,   7.91E-006, 
  4.10,   7.24E-006, 
  4.20,   7.10E-006, 
  4.30,   5.55E-006, 
  4.40,   4.00E-006, 
  4.50,   3.69E-007, 
  4.60,   2.39E-008, 
  4.70,   7.57E-009, 
  4.80,   3.12E-009, 
  4.90,   1.44E-009, 
  5.00,   7.15E-010, 
  5.10,   2.86E-010, 
  5.20,   6.33E-011, 
  5.30,  -8.41E-011, 
  5.40,  -2.39E-010, 
  5.50,  -2.72E-010, 
  5.60,  -3.12E-010, 
  5.70,  -2.59E-010, 
  5.80,  -2.60E-010, 
  5.90,  -3.05E-010, 
  6.00,  -2.92E-010, 
  6.10,  -2.98E-010, 
  6.20,  -3.39E-010, 
  6.30,  -3.48E-010, 
  6.40,  -3.34E-010, 
  6.50,  -3.15E-010, 
  6.60,  -2.25E-010, 
  6.70,  -2.07E-010, 
  6.80,  -1.99E-010, 
