Nov 16, 2019  04:11:32 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.29E-009, 
  1.10,   2.41E-009, 
  1.20,   2.69E-009, 
  1.30,   8.68E-009, 
  1.40,   4.29E-008, 
  1.50,   8.18E-008, 
  1.60,   7.07E-008, 
  1.70,   5.99E-008, 
  1.80,   5.44E-008, 
  1.90,   5.33E-008, 
  2.00,   5.19E-008, 
  2.10,   5.03E-008, 
  2.20,   4.44E-008, 
  2.30,   4.07E-008, 
  2.40,   3.37E-008, 
  2.50,   2.44E-008, 
  2.60,   1.58E-008, 
  2.70,   1.39E-008, 
  2.80,   1.44E-008, 
  2.90,   1.65E-008, 
  3.00,   1.99E-008, 
  3.10,   2.49E-008, 
  3.20,   3.49E-008, 
  3.30,   5.34E-008, 
  3.40,   8.81E-008, 
  3.50,   1.80E-007, 
  3.60,   4.77E-007, 
  3.70,   2.06E-006, 
  3.80,   4.34E-006, 
  3.90,   5.31E-006, 
  4.00,   7.07E-006, 
  4.10,   7.00E-006, 
  4.20,   6.38E-006, 
  4.30,   5.29E-006, 
  4.40,   4.09E-006, 
  4.50,   7.12E-007, 
  4.60,   2.84E-008, 
  4.70,   8.32E-009, 
  4.80,   3.35E-009, 
  4.90,   1.50E-009, 
  5.00,   6.53E-010, 
  5.10,   2.28E-010, 
  5.20,   3.47E-012, 
  5.30,  -9.71E-011, 
  5.40,  -1.59E-010, 
  5.50,  -1.82E-010, 
  5.60,  -2.37E-010, 
  5.70,  -2.17E-010, 
  5.80,  -1.84E-010, 
  5.90,  -2.40E-010, 
  6.00,  -2.43E-010, 
  6.10,  -2.44E-010, 
  6.20,  -2.22E-010, 
  6.30,  -2.25E-010, 
  6.40,  -2.39E-010, 
  6.50,  -2.18E-010, 
  6.60,  -2.52E-010, 
  6.70,  -2.62E-010, 
  6.80,  -2.40E-010, 
