Nov 16, 2019  04:15:37 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.37E-009, 
  1.10,   2.48E-009, 
  1.20,   2.82E-009, 
  1.30,   6.42E-009, 
  1.40,   3.43E-008, 
  1.50,   7.12E-008, 
  1.60,   5.81E-008, 
  1.70,   4.71E-008, 
  1.80,   4.29E-008, 
  1.90,   4.04E-008, 
  2.00,   4.02E-008, 
  2.10,   3.92E-008, 
  2.20,   3.65E-008, 
  2.30,   3.26E-008, 
  2.40,   2.80E-008, 
  2.50,   2.20E-008, 
  2.60,   1.40E-008, 
  2.70,   1.13E-008, 
  2.80,   1.13E-008, 
  2.90,   1.26E-008, 
  3.00,   1.49E-008, 
  3.10,   1.82E-008, 
  3.20,   2.40E-008, 
  3.30,   3.54E-008, 
  3.40,   5.66E-008, 
  3.50,   1.06E-007, 
  3.60,   2.48E-007, 
  3.70,   9.07E-007, 
  3.80,   3.03E-006, 
  3.90,   3.98E-006, 
  4.00,   5.26E-006, 
  4.10,   6.43E-006, 
  4.20,   5.19E-006, 
  4.30,   4.89E-006, 
  4.40,   3.87E-006, 
  4.50,   1.13E-006, 
  4.60,   3.81E-008, 
  4.70,   9.77E-009, 
  4.80,   3.91E-009, 
  4.90,   1.76E-009, 
  5.00,   8.60E-010, 
  5.10,   3.61E-010, 
  5.20,   3.29E-011, 
  5.30,  -9.32E-011, 
  5.40,  -1.73E-010, 
  5.50,  -2.26E-010, 
  5.60,  -3.01E-010, 
  5.70,  -3.07E-010, 
  5.80,  -2.50E-010, 
  5.90,  -2.66E-010, 
  6.00,  -2.61E-010, 
  6.10,  -2.16E-010, 
  6.20,  -2.04E-010, 
  6.30,  -2.35E-010, 
  6.40,  -2.55E-010, 
  6.50,  -2.55E-010, 
  6.60,  -2.47E-010, 
  6.70,  -2.16E-010, 
  6.80,  -1.75E-010, 
