Nov 16, 2019  04:16:58 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.32E-009, 
  1.10,   2.50E-009, 
  1.20,   2.76E-009, 
  1.30,   6.84E-009, 
  1.40,   3.34E-008, 
  1.50,   6.57E-008, 
  1.60,   5.47E-008, 
  1.70,   4.48E-008, 
  1.80,   4.12E-008, 
  1.90,   3.92E-008, 
  2.00,   3.85E-008, 
  2.10,   3.77E-008, 
  2.20,   3.48E-008, 
  2.30,   3.14E-008, 
  2.40,   2.68E-008, 
  2.50,   2.06E-008, 
  2.60,   1.33E-008, 
  2.70,   1.11E-008, 
  2.80,   1.10E-008, 
  2.90,   1.21E-008, 
  3.00,   1.43E-008, 
  3.10,   1.74E-008, 
  3.20,   2.33E-008, 
  3.30,   3.44E-008, 
  3.40,   5.51E-008, 
  3.50,   1.04E-007, 
  3.60,   2.45E-007, 
  3.70,   9.13E-007, 
  3.80,   3.01E-006, 
  3.90,   3.92E-006, 
  4.00,   5.29E-006, 
  4.10,   6.27E-006, 
  4.20,   5.21E-006, 
  4.30,   4.72E-006, 
  4.40,   3.71E-006, 
  4.50,   9.60E-007, 
  4.60,   3.31E-008, 
  4.70,   9.00E-009, 
  4.80,   3.62E-009, 
  4.90,   1.62E-009, 
  5.00,   7.56E-010, 
  5.10,   2.91E-010, 
  5.20,   1.04E-010, 
  5.30,  -5.50E-011, 
  5.40,  -1.95E-010, 
  5.50,  -2.03E-010, 
  5.60,  -2.23E-010, 
  5.70,  -1.94E-010, 
  5.80,  -2.14E-010, 
  5.90,  -2.27E-010, 
  6.00,  -2.35E-010, 
  6.10,  -2.14E-010, 
  6.20,  -1.86E-010, 
  6.30,  -1.88E-010, 
  6.40,  -2.08E-010, 
  6.50,  -1.60E-010, 
  6.60,  -1.59E-010, 
  6.70,  -2.56E-010, 
  6.80,  -2.44E-010, 
