Nov 16, 2019  04:22:25 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.38E-009, 
  1.10,   1.61E-009, 
  1.20,   1.90E-009, 
  1.30,   6.33E-009, 
  1.40,   2.76E-008, 
  1.50,   4.89E-008, 
  1.60,   4.11E-008, 
  1.70,   3.49E-008, 
  1.80,   3.36E-008, 
  1.90,   3.30E-008, 
  2.00,   3.26E-008, 
  2.10,   3.34E-008, 
  2.20,   3.04E-008, 
  2.30,   2.73E-008, 
  2.40,   2.32E-008, 
  2.50,   1.68E-008, 
  2.60,   1.07E-008, 
  2.70,   8.69E-009, 
  2.80,   8.32E-009, 
  2.90,   9.14E-009, 
  3.00,   1.07E-008, 
  3.10,   1.30E-008, 
  3.20,   1.70E-008, 
  3.30,   2.45E-008, 
  3.40,   3.93E-008, 
  3.50,   7.62E-008, 
  3.60,   1.81E-007, 
  3.70,   7.03E-007, 
  3.80,   2.41E-006, 
  3.90,   3.04E-006, 
  4.00,   4.29E-006, 
  4.10,   4.72E-006, 
  4.20,   4.16E-006, 
  4.30,   3.52E-006, 
  4.40,   2.70E-006, 
  4.50,   4.72E-007, 
  4.60,   2.30E-008, 
  4.70,   7.28E-009, 
  4.80,   2.99E-009, 
  4.90,   1.32E-009, 
  5.00,   5.68E-010, 
  5.10,   1.50E-010, 
  5.20,  -2.86E-011, 
  5.30,  -1.53E-010, 
  5.40,  -2.10E-010, 
  5.50,  -2.79E-010, 
  5.60,  -2.70E-010, 
  5.70,  -1.85E-010, 
  5.80,  -1.52E-010, 
  5.90,  -1.14E-010, 
  6.00,  -1.10E-010, 
  6.10,  -1.36E-010, 
  6.20,  -1.21E-010, 
  6.30,  -1.50E-010, 
  6.40,  -1.59E-010, 
  6.50,  -1.78E-010, 
  6.60,  -1.28E-010, 
  6.70,  -1.15E-010, 
  6.80,  -9.71E-011, 
