Nov 16, 2019  06:16:43 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.46E-009, 
  1.10,   2.59E-009, 
  1.20,   2.98E-009, 
  1.30,   6.80E-009, 
  1.40,   3.35E-008, 
  1.50,   6.83E-008, 
  1.60,   5.66E-008, 
  1.70,   4.57E-008, 
  1.80,   4.16E-008, 
  1.90,   3.88E-008, 
  2.00,   3.81E-008, 
  2.10,   3.68E-008, 
  2.20,   3.42E-008, 
  2.30,   3.09E-008, 
  2.40,   2.67E-008, 
  2.50,   2.09E-008, 
  2.60,   1.35E-008, 
  2.70,   1.12E-008, 
  2.80,   1.10E-008, 
  2.90,   1.22E-008, 
  3.00,   1.45E-008, 
  3.10,   1.77E-008, 
  3.20,   2.32E-008, 
  3.30,   3.35E-008, 
  3.40,   5.33E-008, 
  3.50,   9.94E-008, 
  3.60,   2.29E-007, 
  3.70,   8.15E-007, 
  3.80,   2.97E-006, 
  3.90,   3.96E-006, 
  4.00,   5.27E-006, 
  4.10,   6.46E-006, 
  4.20,   5.28E-006, 
  4.30,   4.93E-006, 
  4.40,   3.84E-006, 
  4.50,   1.08E-006, 
  4.60,   3.66E-008, 
  4.70,   9.59E-009, 
  4.80,   3.90E-009, 
  4.90,   1.75E-009, 
  5.00,   8.58E-010, 
  5.10,   4.08E-010, 
  5.20,   1.33E-010, 
  5.30,   1.08E-011, 
  5.40,  -1.01E-010, 
  5.50,  -1.23E-010, 
  5.60,  -1.83E-010, 
  5.70,  -2.05E-010, 
  5.80,  -2.45E-010, 
  5.90,  -2.82E-010, 
  6.00,  -2.79E-010, 
  6.10,  -2.04E-010, 
  6.20,  -1.92E-010, 
  6.30,  -2.18E-010, 
  6.40,  -2.54E-010, 
  6.50,  -2.22E-010, 
  6.60,  -1.25E-010, 
  6.70,  -6.54E-011, 
  6.80,  -3.51E-011, 
