Nov 16, 2019  06:11:17 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.12E-009, 
  1.10,   2.21E-009, 
  1.20,   2.49E-009, 
  1.30,   8.50E-009, 
  1.40,   3.77E-008, 
  1.50,   7.10E-008, 
  1.60,   6.28E-008, 
  1.70,   5.37E-008, 
  1.80,   4.86E-008, 
  1.90,   4.71E-008, 
  2.00,   4.57E-008, 
  2.10,   4.46E-008, 
  2.20,   3.91E-008, 
  2.30,   3.61E-008, 
  2.40,   3.00E-008, 
  2.50,   2.15E-008, 
  2.60,   1.45E-008, 
  2.70,   1.30E-008, 
  2.80,   1.35E-008, 
  2.90,   1.54E-008, 
  3.00,   1.87E-008, 
  3.10,   2.33E-008, 
  3.20,   3.23E-008, 
  3.30,   4.94E-008, 
  3.40,   8.27E-008, 
  3.50,   1.70E-007, 
  3.60,   4.51E-007, 
  3.70,   1.98E-006, 
  3.80,   4.01E-006, 
  3.90,   4.93E-006, 
  4.00,   6.75E-006, 
  4.10,   6.49E-006, 
  4.20,   6.05E-006, 
  4.30,   4.88E-006, 
  4.40,   3.67E-006, 
  4.50,   4.61E-007, 
  4.60,   2.44E-008, 
  4.70,   7.76E-009, 
  4.80,   3.30E-009, 
  4.90,   1.61E-009, 
  5.00,   8.38E-010, 
  5.10,   4.33E-010, 
  5.20,   2.27E-010, 
  5.30,   5.81E-011, 
  5.40,  -1.43E-011, 
  5.50,  -7.63E-011, 
  5.60,  -1.40E-010, 
  5.70,  -1.36E-010, 
  5.80,  -1.68E-010, 
  5.90,  -1.30E-010, 
  6.00,  -1.20E-010, 
  6.10,  -1.12E-010, 
  6.20,  -1.61E-010, 
  6.30,  -1.57E-010, 
  6.40,  -1.38E-010, 
  6.50,  -1.14E-010, 
  6.60,  -6.63E-011, 
  6.70,  -3.73E-011, 
  6.80,   1.43E-011, 
