Nov 16, 2019  06:18:05 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.22E-009, 
  1.10,   2.37E-009, 
  1.20,   2.64E-009, 
  1.30,   6.83E-009, 
  1.40,   3.27E-008, 
  1.50,   6.50E-008, 
  1.60,   5.37E-008, 
  1.70,   4.37E-008, 
  1.80,   4.00E-008, 
  1.90,   3.81E-008, 
  2.00,   3.69E-008, 
  2.10,   3.59E-008, 
  2.20,   3.35E-008, 
  2.30,   3.03E-008, 
  2.40,   2.61E-008, 
  2.50,   2.03E-008, 
  2.60,   1.32E-008, 
  2.70,   1.08E-008, 
  2.80,   1.07E-008, 
  2.90,   1.18E-008, 
  3.00,   1.41E-008, 
  3.10,   1.72E-008, 
  3.20,   2.27E-008, 
  3.30,   3.32E-008, 
  3.40,   5.30E-008, 
  3.50,   9.95E-008, 
  3.60,   2.31E-007, 
  3.70,   8.39E-007, 
  3.80,   2.99E-006, 
  3.90,   3.91E-006, 
  4.00,   5.29E-006, 
  4.10,   6.31E-006, 
  4.20,   5.26E-006, 
  4.30,   4.77E-006, 
  4.40,   3.73E-006, 
  4.50,   9.31E-007, 
  4.60,   3.31E-008, 
  4.70,   9.11E-009, 
  4.80,   3.75E-009, 
  4.90,   1.61E-009, 
  5.00,   6.67E-010, 
  5.10,   3.07E-010, 
  5.20,   5.89E-011, 
  5.30,  -5.16E-011, 
  5.40,  -9.58E-011, 
  5.50,  -2.11E-010, 
  5.60,  -2.82E-010, 
  5.70,  -3.17E-010, 
  5.80,  -3.05E-010, 
  5.90,  -2.71E-010, 
  6.00,  -2.94E-010, 
  6.10,  -3.07E-010, 
  6.20,  -2.57E-010, 
  6.30,  -2.34E-010, 
  6.40,  -2.13E-010, 
  6.50,  -2.79E-010, 
  6.60,  -2.31E-010, 
  6.70,  -2.16E-010, 
  6.80,  -2.21E-010, 
