Nov 16, 2019  06:12:38 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.22E-009, 
  1.10,   2.28E-009, 
  1.20,   2.52E-009, 
  1.30,   7.55E-009, 
  1.40,   3.58E-008, 
  1.50,   7.01E-008, 
  1.60,   6.03E-008, 
  1.70,   5.08E-008, 
  1.80,   4.61E-008, 
  1.90,   4.40E-008, 
  2.00,   4.32E-008, 
  2.10,   4.19E-008, 
  2.20,   3.74E-008, 
  2.30,   3.40E-008, 
  2.40,   2.88E-008, 
  2.50,   2.15E-008, 
  2.60,   1.42E-008, 
  2.70,   1.22E-008, 
  2.80,   1.25E-008, 
  2.90,   1.42E-008, 
  3.00,   1.72E-008, 
  3.10,   2.11E-008, 
  3.20,   2.87E-008, 
  3.30,   4.33E-008, 
  3.40,   7.02E-008, 
  3.50,   1.38E-007, 
  3.60,   3.46E-007, 
  3.70,   1.48E-006, 
  3.80,   3.61E-006, 
  3.90,   4.48E-006, 
  4.00,   6.13E-006, 
  4.10,   6.48E-006, 
  4.20,   5.72E-006, 
  4.30,   4.85E-006, 
  4.40,   3.76E-006, 
  4.50,   7.19E-007, 
  4.60,   2.82E-008, 
  4.70,   8.40E-009, 
  4.80,   3.47E-009, 
  4.90,   1.69E-009, 
  5.00,   8.31E-010, 
  5.10,   4.03E-010, 
  5.20,   1.51E-010, 
  5.30,  -6.93E-012, 
  5.40,  -1.18E-010, 
  5.50,  -1.55E-010, 
  5.60,  -2.10E-010, 
  5.70,  -2.44E-010, 
  5.80,  -2.60E-010, 
  5.90,  -2.09E-010, 
  6.00,  -1.98E-010, 
  6.10,  -1.66E-010, 
  6.20,  -2.48E-010, 
  6.30,  -2.00E-010, 
  6.40,  -1.10E-010, 
  6.50,  -8.02E-011, 
  6.60,  -1.07E-010, 
  6.70,  -1.09E-010, 
  6.80,  -9.53E-011, 
