Nov 16, 2019  06:14:00 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.35E-009, 
  1.10,   2.52E-009, 
  1.20,   2.85E-009, 
  1.30,   6.93E-009, 
  1.40,   3.47E-008, 
  1.50,   7.07E-008, 
  1.60,   5.89E-008, 
  1.70,   4.81E-008, 
  1.80,   4.40E-008, 
  1.90,   4.12E-008, 
  2.00,   4.06E-008, 
  2.10,   3.94E-008, 
  2.20,   3.60E-008, 
  2.30,   3.24E-008, 
  2.40,   2.76E-008, 
  2.50,   2.14E-008, 
  2.60,   1.40E-008, 
  2.70,   1.19E-008, 
  2.80,   1.18E-008, 
  2.90,   1.30E-008, 
  3.00,   1.56E-008, 
  3.10,   1.93E-008, 
  3.20,   2.54E-008, 
  3.30,   3.77E-008, 
  3.40,   6.07E-008, 
  3.50,   1.15E-007, 
  3.60,   2.75E-007, 
  3.70,   1.08E-006, 
  3.80,   3.28E-006, 
  3.90,   4.23E-006, 
  4.00,   5.67E-006, 
  4.10,   6.59E-006, 
  4.20,   5.47E-006, 
  4.30,   4.97E-006, 
  4.40,   3.85E-006, 
  4.50,   9.91E-007, 
  4.60,   3.39E-008, 
  4.70,   9.21E-009, 
  4.80,   3.78E-009, 
  4.90,   1.74E-009, 
  5.00,   8.02E-010, 
  5.10,   2.96E-010, 
  5.20,   3.94E-011, 
  5.30,  -1.05E-010, 
  5.40,  -1.92E-010, 
  5.50,  -2.24E-010, 
  5.60,  -2.23E-010, 
  5.70,  -1.52E-010, 
  5.80,  -1.01E-010, 
  5.90,  -1.42E-010, 
  6.00,  -1.72E-010, 
  6.10,  -2.07E-010, 
  6.20,  -1.98E-010, 
  6.30,  -1.88E-010, 
  6.40,  -1.30E-010, 
  6.50,  -1.12E-010, 
  6.60,  -1.30E-010, 
  6.70,  -1.84E-010, 
  6.80,  -2.20E-010, 
