Nov 17, 2019  02:46:13 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.90E-009, 
  1.10,   1.93E-009, 
  1.20,   2.21E-009, 
  1.30,   1.51E-008, 
  1.40,   7.24E-008, 
  1.50,   6.93E-008, 
  1.60,   4.81E-008, 
  1.70,   5.00E-008, 
  1.80,   5.52E-008, 
  1.90,   6.08E-008, 
  2.00,   6.55E-008, 
  2.10,   6.29E-008, 
  2.20,   5.54E-008, 
  2.30,   5.13E-008, 
  2.40,   3.94E-008, 
  2.50,   2.16E-008, 
  2.60,   9.12E-009, 
  2.70,   5.89E-009, 
  2.80,   4.82E-009, 
  2.90,   4.66E-009, 
  3.00,   5.15E-009, 
  3.10,   6.06E-009, 
  3.20,   7.77E-009, 
  3.30,   1.16E-008, 
  3.40,   1.98E-008, 
  3.50,   4.10E-008, 
  3.60,   1.37E-007, 
  3.70,   6.35E-007, 
  3.80,   1.23E-006, 
  3.90,   1.80E-006, 
  4.00,   2.15E-006, 
  4.10,   2.18E-006, 
  4.20,   1.96E-006, 
  4.30,   1.63E-006, 
  4.40,   1.13E-006, 
  4.50,   1.39E-007, 
  4.60,   1.31E-008, 
  4.70,   4.67E-009, 
  4.80,   1.90E-009, 
  4.90,   7.84E-010, 
  5.00,   2.51E-010, 
  5.10,  -4.33E-012, 
  5.20,  -8.88E-011, 
  5.30,  -1.71E-010, 
  5.40,  -2.31E-010, 
  5.50,  -2.64E-010, 
  5.60,  -2.34E-010, 
  5.70,  -2.31E-010, 
  5.80,  -2.86E-010, 
  5.90,  -3.51E-010, 
  6.00,  -3.47E-010, 
  6.10,  -3.19E-010, 
  6.20,  -2.50E-010, 
  6.30,  -2.44E-010, 
  6.40,  -2.60E-010, 
  6.50,  -2.00E-010, 
  6.60,  -1.97E-010, 
  6.70,  -2.53E-010, 
  6.80,  -2.63E-010, 
