Nov 17, 2019  02:55:56 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.79E-009, 
  1.10,   1.99E-009, 
  1.20,   2.26E-009, 
  1.30,   1.12E-008, 
  1.40,   6.97E-008, 
  1.50,   7.07E-008, 
  1.60,   3.79E-008, 
  1.70,   3.53E-008, 
  1.80,   4.14E-008, 
  1.90,   4.65E-008, 
  2.00,   5.32E-008, 
  2.10,   5.34E-008, 
  2.20,   4.89E-008, 
  2.30,   4.38E-008, 
  2.40,   3.57E-008, 
  2.50,   2.22E-008, 
  2.60,   9.40E-009, 
  2.70,   5.59E-009, 
  2.80,   4.35E-009, 
  2.90,   4.00E-009, 
  3.00,   4.21E-009, 
  3.10,   4.81E-009, 
  3.20,   5.89E-009, 
  3.30,   8.15E-009, 
  3.40,   1.29E-008, 
  3.50,   2.35E-008, 
  3.60,   6.43E-008, 
  3.70,   2.82E-007, 
  3.80,   8.94E-007, 
  3.90,   1.33E-006, 
  4.00,   1.74E-006, 
  4.10,   2.05E-006, 
  4.20,   1.66E-006, 
  4.30,   1.56E-006, 
  4.40,   1.12E-006, 
  4.50,   2.48E-007, 
  4.60,   1.65E-008, 
  4.70,   5.49E-009, 
  4.80,   2.24E-009, 
  4.90,   1.06E-009, 
  5.00,   4.06E-010, 
  5.10,   3.60E-011, 
  5.20,  -1.34E-010, 
  5.30,  -2.09E-010, 
  5.40,  -2.71E-010, 
  5.50,  -2.10E-010, 
  5.60,  -1.78E-010, 
  5.70,  -2.29E-010, 
  5.80,  -2.63E-010, 
  5.90,  -1.96E-010, 
  6.00,  -1.42E-010, 
  6.10,  -1.47E-010, 
  6.20,  -1.75E-010, 
  6.30,  -2.06E-010, 
  6.40,  -2.74E-010, 
  6.50,  -2.41E-010, 
  6.60,  -2.21E-010, 
  6.70,  -1.96E-010, 
  6.80,  -1.70E-010, 
