Nov 17, 2019  01:12:24 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.51E-009, 
  1.10,   2.58E-009, 
  1.20,   2.92E-009, 
  1.30,   9.98E-009, 
  1.40,   7.56E-008, 
  1.50,   9.45E-008, 
  1.60,   5.81E-008, 
  1.70,   5.69E-008, 
  1.80,   6.52E-008, 
  1.90,   7.04E-008, 
  2.00,   7.79E-008, 
  2.10,   7.64E-008, 
  2.20,   7.20E-008, 
  2.30,   6.50E-008, 
  2.40,   5.25E-008, 
  2.50,   3.34E-008, 
  2.60,   1.31E-008, 
  2.70,   7.69E-009, 
  2.80,   6.19E-009, 
  2.90,   6.11E-009, 
  3.00,   6.85E-009, 
  3.10,   8.11E-009, 
  3.20,   1.04E-008, 
  3.30,   1.48E-008, 
  3.40,   2.38E-008, 
  3.50,   4.53E-008, 
  3.60,   1.19E-007, 
  3.70,   4.75E-007, 
  3.80,   1.56E-006, 
  3.90,   2.19E-006, 
  4.00,   2.77E-006, 
  4.10,   3.33E-006, 
  4.20,   2.71E-006, 
  4.30,   2.62E-006, 
  4.40,   1.93E-006, 
  4.50,   5.23E-007, 
  4.60,   2.44E-008, 
  4.70,   7.03E-009, 
  4.80,   2.79E-009, 
  4.90,   1.21E-009, 
  5.00,   5.13E-010, 
  5.10,   9.40E-011, 
  5.20,  -8.41E-011, 
  5.30,  -1.40E-010, 
  5.40,  -2.22E-010, 
  5.50,  -2.35E-010, 
  5.60,  -2.32E-010, 
  5.70,  -2.80E-010, 
  5.80,  -3.15E-010, 
  5.90,  -3.21E-010, 
  6.00,  -3.04E-010, 
  6.10,  -2.81E-010, 
  6.20,  -2.51E-010, 
  6.30,  -2.11E-010, 
  6.40,  -2.03E-010, 
  6.50,  -2.59E-010, 
  6.60,  -2.17E-010, 
  6.70,  -1.65E-010, 
  6.80,  -1.98E-010, 
