Nov 16, 2019  12:05:45 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.32E-009, 
  1.10,   2.38E-009, 
  1.20,   2.79E-009, 
  1.30,   7.73E-009, 
  1.40,   3.79E-008, 
  1.50,   7.06E-008, 
  1.60,   5.86E-008, 
  1.70,   4.92E-008, 
  1.80,   4.51E-008, 
  1.90,   4.34E-008, 
  2.00,   4.28E-008, 
  2.10,   4.21E-008, 
  2.20,   3.80E-008, 
  2.30,   3.44E-008, 
  2.40,   2.90E-008, 
  2.50,   2.17E-008, 
  2.60,   1.37E-008, 
  2.70,   1.14E-008, 
  2.80,   1.15E-008, 
  2.90,   1.29E-008, 
  3.00,   1.55E-008, 
  3.10,   1.90E-008, 
  3.20,   2.54E-008, 
  3.30,   3.75E-008, 
  3.40,   6.15E-008, 
  3.50,   1.21E-007, 
  3.60,   2.90E-007, 
  3.70,   1.20E-006, 
  3.80,   3.27E-006, 
  3.90,   4.05E-006, 
  4.00,   5.58E-006, 
  4.10,   6.12E-006, 
  4.20,   5.25E-006, 
  4.30,   4.54E-006, 
  4.40,   3.57E-006, 
  4.50,   7.75E-007, 
  4.60,   2.89E-008, 
  4.70,   8.31E-009, 
  4.80,   3.36E-009, 
  4.90,   1.48E-009, 
  5.00,   6.80E-010, 
  5.10,   2.83E-010, 
  5.20,   7.80E-012, 
  5.30,  -8.06E-011, 
  5.40,  -1.45E-010, 
  5.50,  -2.67E-010, 
  5.60,  -2.61E-010, 
  5.70,  -2.10E-010, 
  5.80,  -2.33E-010, 
  5.90,  -2.36E-010, 
  6.00,  -2.21E-010, 
  6.10,  -2.56E-010, 
  6.20,  -2.69E-010, 
  6.30,  -2.38E-010, 
  6.40,  -2.05E-010, 
  6.50,  -1.95E-010, 
  6.60,  -2.26E-010, 
  6.70,  -2.62E-010, 
  6.80,  -1.84E-010, 
