Nov 16, 2019  12:04:23 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.99E-009, 
  1.10,   2.18E-009, 
  1.20,   2.55E-009, 
  1.30,   8.28E-009, 
  1.40,   3.84E-008, 
  1.50,   6.88E-008, 
  1.60,   5.89E-008, 
  1.70,   5.03E-008, 
  1.80,   4.65E-008, 
  1.90,   4.58E-008, 
  2.00,   4.50E-008, 
  2.10,   4.46E-008, 
  2.20,   3.91E-008, 
  2.30,   3.56E-008, 
  2.40,   2.97E-008, 
  2.50,   2.14E-008, 
  2.60,   1.36E-008, 
  2.70,   1.19E-008, 
  2.80,   1.22E-008, 
  2.90,   1.38E-008, 
  3.00,   1.65E-008, 
  3.10,   2.06E-008, 
  3.20,   2.81E-008, 
  3.30,   4.24E-008, 
  3.40,   6.96E-008, 
  3.50,   1.41E-007, 
  3.60,   3.54E-007, 
  3.70,   1.55E-006, 
  3.80,   3.51E-006, 
  3.90,   4.25E-006, 
  4.00,   5.95E-006, 
  4.10,   5.93E-006, 
  4.20,   5.41E-006, 
  4.30,   4.44E-006, 
  4.40,   3.40E-006, 
  4.50,   5.10E-007, 
  4.60,   2.44E-008, 
  4.70,   7.60E-009, 
  4.80,   3.07E-009, 
  4.90,   1.38E-009, 
  5.00,   5.65E-010, 
  5.10,   2.16E-010, 
  5.20,   1.56E-011, 
  5.30,  -1.23E-010, 
  5.40,  -2.07E-010, 
  5.50,  -2.13E-010, 
  5.60,  -3.07E-010, 
  5.70,  -3.24E-010, 
  5.80,  -2.85E-010, 
  5.90,  -2.59E-010, 
  6.00,  -2.31E-010, 
  6.10,  -2.99E-010, 
  6.20,  -2.61E-010, 
  6.30,  -2.21E-010, 
  6.40,  -2.58E-010, 
  6.50,  -2.47E-010, 
  6.60,  -2.39E-010, 
  6.70,  -2.10E-010, 
  6.80,  -1.91E-010, 
