Nov 16, 2019  12:09:49 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.45E-009, 
  1.10,   2.54E-009, 
  1.20,   2.93E-009, 
  1.30,   7.06E-009, 
  1.40,   3.63E-008, 
  1.50,   6.98E-008, 
  1.60,   5.57E-008, 
  1.70,   4.52E-008, 
  1.80,   4.17E-008, 
  1.90,   3.96E-008, 
  2.00,   3.91E-008, 
  2.10,   3.89E-008, 
  2.20,   3.63E-008, 
  2.30,   3.23E-008, 
  2.40,   2.78E-008, 
  2.50,   2.15E-008, 
  2.60,   1.36E-008, 
  2.70,   1.10E-008, 
  2.80,   1.07E-008, 
  2.90,   1.17E-008, 
  3.00,   1.38E-008, 
  3.10,   1.68E-008, 
  3.20,   2.20E-008, 
  3.30,   3.18E-008, 
  3.40,   5.05E-008, 
  3.50,   9.53E-008, 
  3.60,   2.17E-007, 
  3.70,   7.60E-007, 
  3.80,   2.81E-006, 
  3.90,   3.69E-006, 
  4.00,   4.94E-006, 
  4.10,   6.07E-006, 
  4.20,   4.97E-006, 
  4.30,   4.56E-006, 
  4.40,   3.61E-006, 
  4.50,   1.01E-006, 
  4.60,   3.54E-008, 
  4.70,   9.45E-009, 
  4.80,   3.77E-009, 
  4.90,   1.66E-009, 
  5.00,   7.08E-010, 
  5.10,   2.64E-010, 
  5.20,   4.12E-011, 
  5.30,  -9.97E-011, 
  5.40,  -1.98E-010, 
  5.50,  -2.14E-010, 
  5.60,  -2.49E-010, 
  5.70,  -2.74E-010, 
  5.80,  -2.68E-010, 
  5.90,  -2.55E-010, 
  6.00,  -2.74E-010, 
  6.10,  -2.49E-010, 
  6.20,  -2.16E-010, 
  6.30,  -1.95E-010, 
  6.40,  -1.98E-010, 
  6.50,  -1.60E-010, 
  6.60,  -1.90E-010, 
  6.70,  -1.66E-010, 
  6.80,  -1.28E-010, 
