Nov 16, 2019  12:11:11 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.41E-009, 
  1.10,   2.42E-009, 
  1.20,   2.77E-009, 
  1.30,   7.47E-009, 
  1.40,   3.61E-008, 
  1.50,   6.61E-008, 
  1.60,   5.29E-008, 
  1.70,   4.33E-008, 
  1.80,   4.03E-008, 
  1.90,   3.88E-008, 
  2.00,   3.84E-008, 
  2.10,   3.81E-008, 
  2.20,   3.51E-008, 
  2.30,   3.15E-008, 
  2.40,   2.68E-008, 
  2.50,   2.02E-008, 
  2.60,   1.29E-008, 
  2.70,   1.07E-008, 
  2.80,   1.06E-008, 
  2.90,   1.16E-008, 
  3.00,   1.38E-008, 
  3.10,   1.67E-008, 
  3.20,   2.21E-008, 
  3.30,   3.22E-008, 
  3.40,   5.17E-008, 
  3.50,   9.85E-008, 
  3.60,   2.27E-007, 
  3.70,   8.39E-007, 
  3.80,   2.89E-006, 
  3.90,   3.68E-006, 
  4.00,   5.06E-006, 
  4.10,   5.91E-006, 
  4.20,   5.00E-006, 
  4.30,   4.42E-006, 
  4.40,   3.47E-006, 
  4.50,   8.10E-007, 
  4.60,   3.02E-008, 
  4.70,   8.61E-009, 
  4.80,   3.50E-009, 
  4.90,   1.57E-009, 
  5.00,   7.16E-010, 
  5.10,   2.65E-010, 
  5.20,   1.78E-011, 
  5.30,  -9.06E-011, 
  5.40,  -1.28E-010, 
  5.50,  -1.52E-010, 
  5.60,  -1.35E-010, 
  5.70,  -1.49E-010, 
  5.80,  -1.92E-010, 
  5.90,  -1.76E-010, 
  6.00,  -1.92E-010, 
  6.10,  -1.72E-010, 
  6.20,  -1.56E-010, 
  6.30,  -1.70E-010, 
  6.40,  -1.71E-010, 
  6.50,  -1.08E-010, 
  6.60,  -7.06E-011, 
  6.70,  -9.36E-011, 
  6.80,  -9.36E-011, 
