Nov 24, 2019  12:18:25 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.77E-009, 
  1.10,   1.91E-009, 
  1.20,   2.17E-009, 
  1.30,   1.19E-008, 
  1.40,   6.67E-008, 
  1.50,   6.31E-008, 
  1.60,   3.36E-008, 
  1.70,   3.19E-008, 
  1.80,   3.77E-008, 
  1.90,   4.25E-008, 
  2.00,   4.88E-008, 
  2.10,   4.74E-008, 
  2.20,   4.38E-008, 
  2.30,   3.97E-008, 
  2.40,   3.26E-008, 
  2.50,   1.98E-008, 
  2.60,   8.04E-009, 
  2.70,   4.28E-009, 
  2.80,   2.87E-009, 
  2.90,   2.42E-009, 
  3.00,   2.40E-009, 
  3.10,   2.52E-009, 
  3.20,   3.00E-009, 
  3.30,   4.29E-009, 
  3.40,   6.59E-009, 
  3.50,   1.16E-008, 
  3.60,   3.02E-008, 
  3.70,   1.72E-007, 
  3.80,   4.79E-007, 
  3.90,   7.25E-007, 
  4.00,   8.91E-007, 
  4.10,   9.72E-007, 
  4.20,   8.08E-007, 
  4.30,   7.57E-007, 
  4.40,   5.46E-007, 
  4.50,   1.33E-007, 
  4.60,   1.27E-008, 
  4.70,   4.46E-009, 
  4.80,   1.90E-009, 
  4.90,   8.68E-010, 
  5.00,   3.14E-010, 
  5.10,   4.42E-011, 
  5.20,  -1.08E-010, 
  5.30,  -1.69E-010, 
  5.40,  -1.92E-010, 
  5.50,  -2.10E-010, 
  5.60,  -2.35E-010, 
  5.70,  -2.81E-010, 
  5.80,  -2.91E-010, 
  5.90,  -2.57E-010, 
  6.00,  -3.05E-010, 
  6.10,  -3.29E-010, 
  6.20,  -2.83E-010, 
  6.30,  -2.22E-010, 
  6.40,  -2.07E-010, 
  6.50,  -1.70E-010, 
  6.60,  -1.25E-010, 
  6.70,  -1.54E-010, 
  6.80,  -1.73E-010, 
