Nov 24, 2019  12:14:21 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.71E-009, 
  1.10,   1.76E-009, 
  1.20,   1.93E-009, 
  1.30,   1.52E-008, 
  1.40,   6.95E-008, 
  1.50,   6.13E-008, 
  1.60,   4.14E-008, 
  1.70,   4.48E-008, 
  1.80,   5.23E-008, 
  1.90,   5.80E-008, 
  2.00,   6.42E-008, 
  2.10,   6.03E-008, 
  2.20,   5.42E-008, 
  2.30,   5.04E-008, 
  2.40,   3.90E-008, 
  2.50,   2.09E-008, 
  2.60,   8.00E-009, 
  2.70,   4.44E-009, 
  2.80,   2.99E-009, 
  2.90,   2.62E-009, 
  3.00,   2.59E-009, 
  3.10,   2.83E-009, 
  3.20,   3.52E-009, 
  3.30,   5.24E-009, 
  3.40,   8.18E-009, 
  3.50,   1.55E-008, 
  3.60,   4.82E-008, 
  3.70,   2.89E-007, 
  3.80,   5.73E-007, 
  3.90,   8.56E-007, 
  4.00,   9.85E-007, 
  4.10,   1.01E-006, 
  4.20,   8.82E-007, 
  4.30,   7.70E-007, 
  4.40,   5.41E-007, 
  4.50,   8.96E-008, 
  4.60,   1.08E-008, 
  4.70,   3.96E-009, 
  4.80,   1.66E-009, 
  4.90,   7.40E-010, 
  5.00,   2.54E-010, 
  5.10,   3.34E-011, 
  5.20,  -1.28E-010, 
  5.30,  -2.63E-010, 
  5.40,  -2.86E-010, 
  5.50,  -2.37E-010, 
  5.60,  -2.25E-010, 
  5.70,  -2.38E-010, 
  5.80,  -2.36E-010, 
  5.90,  -2.34E-010, 
  6.00,  -2.65E-010, 
  6.10,  -2.42E-010, 
  6.20,  -2.53E-010, 
  6.30,  -2.23E-010, 
  6.40,  -1.60E-010, 
  6.50,  -1.62E-010, 
  6.60,  -1.33E-010, 
  6.70,  -1.03E-010, 
  6.80,  -1.22E-010, 
