Nov 24, 2019  12:17:04 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.97E-009, 
  1.10,   2.13E-009, 
  1.20,   2.43E-009, 
  1.30,   1.07E-008, 
  1.40,   6.91E-008, 
  1.50,   7.06E-008, 
  1.60,   3.71E-008, 
  1.70,   3.46E-008, 
  1.80,   4.09E-008, 
  1.90,   4.60E-008, 
  2.00,   5.33E-008, 
  2.10,   5.13E-008, 
  2.20,   4.78E-008, 
  2.30,   4.26E-008, 
  2.40,   3.54E-008, 
  2.50,   2.23E-008, 
  2.60,   9.03E-009, 
  2.70,   4.84E-009, 
  2.80,   3.02E-009, 
  2.90,   2.48E-009, 
  3.00,   2.39E-009, 
  3.10,   2.66E-009, 
  3.20,   3.13E-009, 
  3.30,   4.36E-009, 
  3.40,   6.62E-009, 
  3.50,   1.15E-008, 
  3.60,   2.93E-008, 
  3.70,   1.62E-007, 
  3.80,   4.75E-007, 
  3.90,   7.20E-007, 
  4.00,   8.96E-007, 
  4.10,   9.82E-007, 
  4.20,   8.19E-007, 
  4.30,   7.92E-007, 
  4.40,   5.72E-007, 
  4.50,   1.61E-007, 
  4.60,   1.42E-008, 
  4.70,   4.93E-009, 
  4.80,   2.10E-009, 
  4.90,   1.02E-009, 
  5.00,   4.71E-010, 
  5.10,   2.05E-010, 
  5.20,   4.16E-011, 
  5.30,  -4.81E-011, 
  5.40,  -1.36E-010, 
  5.50,  -1.52E-010, 
  5.60,  -1.68E-010, 
  5.70,  -1.30E-010, 
  5.80,  -1.38E-010, 
  5.90,  -1.86E-010, 
  6.00,  -1.20E-010, 
  6.10,  -1.18E-010, 
  6.20,  -9.36E-011, 
  6.30,  -1.25E-010, 
  6.40,  -1.00E-010, 
  6.50,  -7.41E-011, 
  6.60,  -4.03E-011, 
  6.70,  -3.42E-011, 
  6.80,  -1.07E-010, 
