Nov 24, 2019  12:23:52 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.00E-009, 
  1.10,   2.06E-009, 
  1.20,   2.30E-009, 
  1.30,   9.78E-009, 
  1.40,   6.29E-008, 
  1.50,   6.47E-008, 
  1.60,   3.10E-008, 
  1.70,   2.64E-008, 
  1.80,   3.03E-008, 
  1.90,   3.44E-008, 
  2.00,   4.00E-008, 
  2.10,   3.99E-008, 
  2.20,   3.73E-008, 
  2.30,   3.31E-008, 
  2.40,   2.82E-008, 
  2.50,   1.87E-008, 
  2.60,   8.01E-009, 
  2.70,   4.26E-009, 
  2.80,   2.82E-009, 
  2.90,   2.33E-009, 
  3.00,   2.23E-009, 
  3.10,   2.36E-009, 
  3.20,   2.80E-009, 
  3.30,   3.74E-009, 
  3.40,   5.72E-009, 
  3.50,   9.50E-009, 
  3.60,   2.19E-008, 
  3.70,   1.12E-007, 
  3.80,   4.17E-007, 
  3.90,   6.37E-007, 
  4.00,   8.23E-007, 
  4.10,   9.32E-007, 
  4.20,   7.69E-007, 
  4.30,   7.45E-007, 
  4.40,   5.44E-007, 
  4.50,   1.59E-007, 
  4.60,   1.46E-008, 
  4.70,   5.10E-009, 
  4.80,   2.16E-009, 
  4.90,   1.05E-009, 
  5.00,   4.55E-010, 
  5.10,   1.42E-010, 
  5.20,   1.82E-011, 
  5.30,  -7.54E-011, 
  5.40,  -1.44E-010, 
  5.50,  -1.71E-010, 
  5.60,  -1.40E-010, 
  5.70,  -1.88E-010, 
  5.80,  -2.54E-010, 
  5.90,  -2.34E-010, 
  6.00,  -2.30E-010, 
  6.10,  -2.71E-010, 
  6.20,  -2.84E-010, 
  6.30,  -2.91E-010, 
  6.40,  -2.65E-010, 
  6.50,  -2.46E-010, 
  6.60,  -1.65E-010, 
  6.70,  -1.01E-010, 
  6.80,  -1.10E-010, 
