Nov 24, 2019  12:15:42 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.85E-009, 
  1.10,   1.92E-009, 
  1.20,   2.15E-009, 
  1.30,   1.29E-008, 
  1.40,   6.97E-008, 
  1.50,   6.52E-008, 
  1.60,   3.80E-008, 
  1.70,   3.86E-008, 
  1.80,   4.58E-008, 
  1.90,   5.12E-008, 
  2.00,   5.81E-008, 
  2.10,   5.51E-008, 
  2.20,   5.01E-008, 
  2.30,   4.59E-008, 
  2.40,   3.68E-008, 
  2.50,   2.15E-008, 
  2.60,   8.29E-009, 
  2.70,   4.45E-009, 
  2.80,   2.94E-009, 
  2.90,   2.55E-009, 
  3.00,   2.47E-009, 
  3.10,   2.70E-009, 
  3.20,   3.28E-009, 
  3.30,   4.68E-009, 
  3.40,   7.24E-009, 
  3.50,   1.32E-008, 
  3.60,   3.70E-008, 
  3.70,   2.20E-007, 
  3.80,   5.20E-007, 
  3.90,   7.87E-007, 
  4.00,   9.42E-007, 
  4.10,   1.00E-006, 
  4.20,   8.47E-007, 
  4.30,   7.77E-007, 
  4.40,   5.58E-007, 
  4.50,   1.25E-007, 
  4.60,   1.22E-008, 
  4.70,   4.33E-009, 
  4.80,   1.86E-009, 
  4.90,   9.08E-010, 
  5.00,   3.86E-010, 
  5.10,   1.20E-010, 
  5.20,   1.73E-012, 
  5.30,  -6.93E-011, 
  5.40,  -1.92E-010, 
  5.50,  -1.79E-010, 
  5.60,  -2.05E-010, 
  5.70,  -2.00E-010, 
  5.80,  -1.45E-010, 
  5.90,  -1.84E-010, 
  6.00,  -1.55E-010, 
  6.10,  -2.06E-010, 
  6.20,  -1.43E-010, 
  6.30,  -1.02E-010, 
  6.40,  -1.07E-010, 
  6.50,  -1.17E-010, 
  6.60,  -1.72E-010, 
  6.70,  -1.92E-010, 
  6.80,  -1.49E-010, 
